"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-09-16","2024-09-29",14,0.0542354039351943,-0.383522832956435,0.551979763576009,-0.0400161653067715,-0.261414791273422,0.155525599975541
2,"2024-09-30","2024-10-13",14,0.0324540733622531,-0.410611636569276,0.525812953779908,0.0645990068899702,-0.136033942319597,0.294067198251677
3,"2024-10-14","2024-10-27",14,-0.0154251650840886,-0.533932373769268,0.395140133223585,-0.072610256742667,-0.29110767186596,0.126180286398988
4,"2024-10-28","2024-11-10",14,-0.105530693512434,-0.746579183448563,0.247435767631997,0.0750880234981673,-0.13736099444227,0.302219677422176
5,"2024-11-11","2024-11-24",14,-0.129931237543351,-0.775582126515425,0.208623448020733,-0.125226701913378,-0.370595530054226,0.058156414908143
6,"2024-11-25","2024-11-30",6,0.108529333388043,-0.258943543124623,0.800021439920041,0.116892826553999,-0.0656243426681894,0.363296538296744
