"fit","divergences","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","max_gear_rhat","min_gear_neff","max_r_C_rhat","max_sigma_C_rhat","pass_convergence","method_selected","ar_resolution","divergence_fraction","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact"
"shore_ring_net_only_Dungeness_Kept",20,0,1.0001,0.9998,8662,8664,1.0001,8662,0.9999,1.0012,TRUE,"BSS","biweekly",0.0025,0,0,0.0041,0.005,TRUE,TRUE,TRUE,TRUE
"shore_all_gear_Dungeness_Kept",14,0,0.9999,0.9997,8973,10008,0.9999,8973,1,1.0009,TRUE,"BSS","monthly",0.0018,9e-04,2e-04,0.0173,0.0087,TRUE,TRUE,TRUE,TRUE
"private_boat_ring_net_only_Dungeness_Kept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"PE (insufficient data)",NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"private_boat_all_gear_Dungeness_Kept",25,0,0.9996,0.9999,3757,4262,0.9996,3757,0.9999,1.0041,TRUE,"BSS","monthly",0.0063,0.0044,6e-04,0.0356,0.0054,TRUE,TRUE,TRUE,TRUE
