"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.09161681332185,2.58313575159308,3.09343110448441,3.58379706622611,2614,0.9998
"mu_mu_C[1]",0.0678732520712726,-0.308871307234663,0.0553297094182969,0.526598541330401,2010,1.0012
"sigma_eps_E",0.377522852774877,0.208147969676623,0.355980057903878,0.67997627236921,2507,1.0014
"sigma_eps_C",0.33291914498938,0.185613856811329,0.313595778716241,0.599004767910457,2824,1.0009
"phi_E",0.415738113991504,-0.193298328506486,0.45044880307484,0.863402543828113,3072,1.0006
"phi_C",0.247643073679173,-0.485321392335974,0.275220568063191,0.815734454604511,2554,1.0017
"sigma_r_E",0.554830569016049,0.507183249503571,0.553980381782434,0.606493873086516,14501,0.9996
"sigma_r_C",1.0877660105592,1.02368990814035,1.08751833568853,1.1538343909048,14159,1
"r_E",3.26836187485112,2.71861159126657,3.25845126251666,3.88749816354573,14375,0.9996
"r_C",0.847508696224314,0.751126426693665,0.84552572235614,0.954252169983416,14116,1
"sigma_mu_E",12.4948051770871,0.0819642529626557,2.01384335540553,54.038094178467,5738,1.0001
"sigma_mu_C",287.861391555011,0.087385845353357,2.01235728323324,46.4088900447563,7856,1
"sigma_IE",0.867212103413653,0.509900889034952,0.835198210342941,1.4156535949963,9969,0.9998
"R_G",1.27948263126602,1.24299482831044,1.2793614654969,1.31654309340959,12799,1.0001
"R_G_boat",4.53936005529287,1.51923628825012,4.04291317293024,10.5860501154141,11825,0.9999
"B1",0.763242941954858,0.632970325698412,0.763063066210349,0.898178587495184,13265,1
"B2",0.386877948082915,0.0136073120842305,0.385360818663974,0.780438576298334,13419,0.9997
"B1_C",-0.402357097887011,-0.53446069757532,-0.402606093410286,-0.269284653414751,13356,0.9998
