"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.961538461538462,0.515793269230769,0.263494501380446,52,52
"catch",0.569377990430622,0.984051036682616,0.507617623604466,0.297076070920149,627,627
