"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.166203268902,23.8967436089623,12.4332481628312,0,-548.73
"catch",131,-451.497435602262,9.7228405660383,10.3252383041715,1,-441.17
