"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1393.30014280162,16.5991584897004,11.1145548692406,0,-1382.19
"catch",1649,-3190.00057541606,46.891552517957,9.78726630941066,0,-3180.21
