"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",2,"2024-09-17",30,31.07,0.562,TRUE,TRUE
"gear",3,"2024-09-18",29,31.07,0.5405,TRUE,TRUE
"gear",4,"2024-09-19",55,31.07,0.8899,FALSE,TRUE
"gear",5,"2024-09-20",29,50.144,0.2693,TRUE,TRUE
"gear",6,"2024-09-21",48,50.144,0.5575,TRUE,TRUE
"gear",9,"2024-09-24",50,31.07,0.8521,FALSE,TRUE
"gear",10,"2024-09-25",13,31.07,0.1558,FALSE,TRUE
"gear",12,"2024-09-27",34,50.144,0.3488,TRUE,TRUE
"gear",13,"2024-09-28",79,50.144,0.8455,FALSE,TRUE
"gear",16,"2024-10-01",30,30.203,0.5798,TRUE,TRUE
"gear",18,"2024-10-03",45,30.203,0.8169,FALSE,TRUE
"gear",19,"2024-10-04",29,48.704,0.2816,TRUE,TRUE
"gear",20,"2024-10-05",72,48.704,0.8162,FALSE,TRUE
"gear",23,"2024-10-08",30,30.203,0.5798,TRUE,TRUE
"gear",24,"2024-10-09",29,30.203,0.5582,TRUE,TRUE
"gear",26,"2024-10-11",14,48.704,0.0702,FALSE,TRUE
"gear",27,"2024-10-12",62,48.704,0.7355,TRUE,TRUE
"gear",28,"2024-10-13",64,48.704,0.7538,FALSE,TRUE
"gear",30,"2024-10-15",27,27.591,0.5679,TRUE,TRUE
"gear",31,"2024-10-16",37,27.591,0.7613,FALSE,TRUE
"gear",32,"2024-10-17",43,27.591,0.8381,FALSE,TRUE
"gear",33,"2024-10-18",39,44.595,0.4978,TRUE,TRUE
"gear",34,"2024-10-19",62,44.595,0.7841,FALSE,TRUE
"gear",36,"2024-10-21",29,27.591,0.6136,TRUE,TRUE
"gear",37,"2024-10-22",25,27.591,0.519,TRUE,TRUE
"gear",38,"2024-10-23",35,27.591,0.7295,TRUE,TRUE
"gear",39,"2024-10-24",24,27.591,0.4934,TRUE,TRUE
"gear",40,"2024-10-25",10,44.595,0.0423,FALSE,TRUE
"gear",41,"2024-10-26",36,44.595,0.4478,TRUE,TRUE
"gear",42,"2024-10-27",18,44.595,0.1387,FALSE,TRUE
"gear",45,"2024-10-30",18,24.783,0.3949,TRUE,TRUE
"gear",46,"2024-10-31",12,24.783,0.2094,FALSE,TRUE
"gear",47,"2024-11-01",33,39.91,0.4669,TRUE,TRUE
"gear",48,"2024-11-02",79,39.91,0.9255,FALSE,TRUE
"gear",51,"2024-11-05",8,24.783,0.1014,FALSE,TRUE
"gear",52,"2024-11-06",17,24.783,0.364,TRUE,TRUE
"gear",53,"2024-11-07",25,24.783,0.5918,TRUE,TRUE
"gear",54,"2024-11-08",36,39.91,0.5212,TRUE,TRUE
"gear",55,"2024-11-09",22,39.91,0.2517,TRUE,TRUE
"gear",59,"2024-11-13",25,24.181,0.6067,TRUE,TRUE
"gear",60,"2024-11-14",43,24.181,0.8882,FALSE,TRUE
"gear",61,"2024-11-15",46,39.045,0.6893,TRUE,TRUE
"gear",62,"2024-11-16",57,39.045,0.8075,FALSE,TRUE
"gear",65,"2024-11-19",13,24.181,0.2496,FALSE,TRUE
"gear",66,"2024-11-20",0,24.181,9e-04,FALSE,FALSE
"gear",67,"2024-11-21",15,24.181,0.3132,TRUE,TRUE
"gear",68,"2024-11-22",6,39.045,0.0213,FALSE,FALSE
"gear",69,"2024-11-23",23,39.045,0.2839,TRUE,TRUE
"gear",72,"2024-11-26",26,34.424,0.4276,TRUE,TRUE
"gear",73,"2024-11-27",33,34.424,0.5703,TRUE,TRUE
"gear",75,"2024-11-29",51,67.694,0.5202,TRUE,TRUE
"gear",76,"2024-11-30",123,55.435,0.9475,FALSE,TRUE
"catch",2,"2024-09-17",3,5.589,0.3655,TRUE,TRUE
"catch",2,"2024-09-17",27,15.371,0.8455,FALSE,TRUE
"catch",2,"2024-09-17",0,2.795,0.0975,FALSE,TRUE
"catch",2,"2024-09-17",1,2.795,0.2963,TRUE,TRUE
"catch",3,"2024-09-18",0,2.795,0.0975,FALSE,TRUE
"catch",3,"2024-09-18",3,2.795,0.6308,TRUE,TRUE
"catch",3,"2024-09-18",0,2.795,0.0975,FALSE,TRUE
"catch",3,"2024-09-18",12,5.589,0.8957,FALSE,TRUE
"catch",4,"2024-09-19",0,2.795,0.0975,FALSE,TRUE
"catch",4,"2024-09-19",5,2.795,0.8228,FALSE,TRUE
"catch",4,"2024-09-19",0,2.795,0.0975,FALSE,TRUE
"catch",5,"2024-09-20",11,11.369,0.589,TRUE,TRUE
"catch",5,"2024-09-20",2,2.274,0.5566,TRUE,TRUE
"catch",5,"2024-09-20",1,2.274,0.3539,TRUE,TRUE
