"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",3.06287235757329,2.66816473679156,3.05205923574777,3.53209818248566,2547,1.0013
"mu_mu_C[1]",0.375975086442012,0.175345832343118,0.374758210464892,0.58580517098528,3310,1
"sigma_eps_E",0.254446886032135,0.0112469139396431,0.21548998121702,0.742353248315117,2255,1.002
"sigma_eps_C",0.139284310530254,0.0175967636558801,0.116108783030031,0.396801850242071,2749,1.0012
"phi_E",0.0893228524483154,-0.726977164633889,0.111092328382674,0.804785671535494,6985,0.9998
"phi_C",-0.234527955345403,-0.883870925474639,-0.296346723038956,0.687450226871433,5309,1.0005
"sigma_r_E",0.563409711834161,0.44486677578442,0.558011869205081,0.71005793221882,8348,1.0002
"sigma_r_C",0.772958016729919,0.698481634106274,0.772715950087344,0.850752945930096,13232,0.9999
"r_E",3.28521183805655,1.98340970652811,3.21153846692827,5.05289247946909,8520,1.0003
"r_C",1.68654463488493,1.38163420591686,1.67478956588,2.04969866205829,12815,0.9999
"sigma_mu_E",15.9214730262297,0.0817441358307994,1.9728750950427,53.626345598288,4214,1.001
"sigma_mu_C",10.1299087584383,0.0743485475833262,2.00510242894993,46.0378492016829,7484,1
"sigma_IE",0.200158432818692,0.00448762056802494,0.137186655705678,0.759608955030592,13231,0.9997
"R_G",1.32416918888576,1.26435897706206,1.3242285822988,1.38644186616768,12599,0.9996
"R_G_boat",4.54476822579912,1.49274078360444,3.98700253319934,10.7527386362976,9372,1.0003
"B1",0.475683850131661,0.157562449733703,0.476113606401503,0.797043196721871,9736,0.9999
"B2",0.049039404004921,-1.00603744035263,0.0274069921588286,1.20990129341462,10250,0.9995
"B1_C",-0.205078414615427,-0.367927529607473,-0.204637560317146,-0.0404363770112558,10031,1
