"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-226.212652474604,6.23035041391192,16.8283275626175,18,-209.38
"catch",627,-1451.20732963766,21.6300403459966,9.54044778405467,0,-1441.67
