"period","date_start","date_end","n_days","n_days_with_effort","n_days_with_interview","frac_days_effort","frac_days_interview","n_effort_obs","n_interviews","n_ie_obs","observed","omega_E_ci95_width","omega_C_ci95_width"
1,"2024-12-01","2024-12-01",1,1,1,1,1,1,31,0,TRUE,1.09642638165079,0.830460797581952
2,"2024-12-02","2024-12-02",1,0,1,0,1,0,1,0,TRUE,2.18148527620364,1.06615116848974
3,"2024-12-03","2024-12-03",1,1,1,1,1,1,11,0,TRUE,1.1927379461103,0.905859126551359
4,"2024-12-04","2024-12-04",1,1,1,1,1,1,13,0,TRUE,1.16595868713509,0.881107656418094
5,"2024-12-05","2024-12-05",1,1,1,1,1,1,10,0,TRUE,1.18989214522398,0.955501521198047
6,"2024-12-06","2024-12-06",1,1,1,1,1,1,11,1,TRUE,1.12259878642569,0.920307237178112
7,"2024-12-07","2024-12-07",1,1,1,1,1,1,4,0,TRUE,1.11003593667615,1.10086015815039
8,"2024-12-08","2024-12-08",1,0,0,0,0,0,0,0,FALSE,2.37258570020341,1.28218519480748
9,"2024-12-09","2024-12-09",1,0,0,0,0,0,0,0,FALSE,2.35086031131838,1.26717111790791
10,"2024-12-10","2024-12-10",1,1,1,1,1,1,9,0,TRUE,1.16970527698854,1.10898174757441
11,"2024-12-11","2024-12-11",1,1,1,1,1,1,6,0,TRUE,1.15802060515872,1.00015884291022
12,"2024-12-12","2024-12-12",1,1,1,1,1,1,14,0,TRUE,1.1089368854918,0.902551907718283
13,"2024-12-13","2024-12-13",1,1,1,1,1,1,11,0,TRUE,1.20846628437583,0.923204958678963
14,"2024-12-14","2024-12-14",1,1,1,1,1,1,6,0,TRUE,1.1508678752186,1.00004304090537
15,"2024-12-15","2024-12-15",1,1,1,1,1,1,6,0,TRUE,1.19375537941093,1.20358283849482
16,"2024-12-16","2024-12-16",1,0,0,0,0,0,0,0,FALSE,2.37969636260597,1.32522601022664
17,"2024-12-17","2024-12-17",1,0,0,0,0,0,0,0,FALSE,2.36454693905336,1.30003273192389
18,"2024-12-18","2024-12-18",1,1,1,1,1,1,6,0,TRUE,1.17493902351448,1.09255965220424
19,"2024-12-19","2024-12-19",1,0,0,0,0,0,0,0,FALSE,2.16502641653719,1.17600305641377
20,"2024-12-20","2024-12-20",1,1,1,1,1,1,8,0,TRUE,1.16380389226282,1.01875025100531
21,"2024-12-21","2024-12-21",1,1,1,1,1,1,6,0,TRUE,1.17250676407891,1.05569339499443
22,"2024-12-22","2024-12-22",1,1,1,1,1,1,5,0,TRUE,1.1929537605213,1.11853604706395
23,"2024-12-23","2024-12-23",1,1,1,1,1,1,9,0,TRUE,1.11611836649234,1.01568421044718
24,"2024-12-24","2024-12-24",1,1,1,1,1,1,6,0,TRUE,1.11787186851931,1.0856856760701
25,"2024-12-25","2024-12-25",1,0,0,0,0,0,0,0,FALSE,2.16823588229393,1.17375636158235
26,"2024-12-26","2024-12-26",1,1,1,1,1,1,5,0,TRUE,1.09470172383824,1.0297327940332
27,"2024-12-27","2024-12-27",1,1,1,1,1,1,19,0,TRUE,1.06334805562326,0.857400550005572
28,"2024-12-28","2024-12-28",1,1,1,1,1,1,12,0,TRUE,1.09500122073019,0.984403391077105
29,"2024-12-29","2024-12-29",1,0,0,0,0,0,0,0,FALSE,2.31661796304558,1.17168544718701
30,"2024-12-30","2024-12-30",1,0,0,0,0,0,0,0,FALSE,2.37306031626139,1.2004839681012
31,"2024-12-31","2024-12-31",1,1,1,1,1,1,38,0,TRUE,1.43028023912542,0.98793399946046
32,"2025-01-01","2025-01-01",1,1,1,1,1,1,15,0,TRUE,1.4461013714413,1.01538184197256
33,"2025-01-02","2025-01-02",1,1,1,1,1,1,10,0,TRUE,1.14798984181512,0.996040212860731
34,"2025-01-03","2025-01-03",1,1,1,1,1,1,10,0,TRUE,1.08834167475898,0.959787822091245
35,"2025-01-04","2025-01-04",1,1,1,1,1,1,8,0,TRUE,1.11237578893649,1.09338256391988
36,"2025-01-05","2025-01-05",1,0,0,0,0,0,0,0,FALSE,2.31610403519289,1.27968969207361
37,"2025-01-06","2025-01-06",1,0,0,0,0,0,0,0,FALSE,2.32062599973215,1.34185089738792
38,"2025-01-07","2025-01-07",1,1,1,1,1,1,4,0,TRUE,1.2122069582295,1.28335116537057
39,"2025-01-08","2025-01-08",1,1,1,1,1,1,4,0,TRUE,1.10460130134563,1.14373687050116
40,"2025-01-09","2025-01-09",1,1,1,1,1,1,4,0,TRUE,1.06157731630474,1.07868451787471
41,"2025-01-10","2025-01-10",1,1,1,1,1,1,12,0,TRUE,1.1434721675481,0.95913105755494
42,"2025-01-11","2025-01-11",1,1,1,1,1,1,57,0,TRUE,1.02609212476487,0.779243050732891
43,"2025-01-12","2025-01-12",1,0,0,0,0,0,0,0,FALSE,2.34797224579286,1.10905141421822
44,"2025-01-13","2025-01-13",1,0,0,0,0,0,0,0,FALSE,2.34653873771233,1.18425976202508
45,"2025-01-14","2025-01-14",1,1,1,1,1,1,15,0,TRUE,1.10891507708951,0.989099155160841
46,"2025-01-15","2025-01-15",1,0,0,0,0,0,0,0,FALSE,2.20351646424622,1.19767809327317
47,"2025-01-16","2025-01-16",1,1,1,1,1,1,3,0,TRUE,1.24192964524803,1.13543544276788
48,"2025-01-17","2025-01-17",1,1,1,1,1,1,11,0,TRUE,1.03043373420594,1.00129199549946
49,"2025-01-18","2025-01-18",1,1,1,1,1,1,17,0,TRUE,1.0356996567628,0.965680770098684
50,"2025-01-19","2025-01-19",1,0,0,0,0,0,0,0,FALSE,2.3670238711776,1.24444260950586
51,"2025-01-20","2025-01-20",1,0,0,0,0,0,0,0,FALSE,2.37541741650947,1.33839431908281
52,"2025-01-21","2025-01-21",1,1,1,1,1,1,2,0,TRUE,1.24838978513973,1.31457671094194
53,"2025-01-22","2025-01-22",1,1,1,1,1,1,7,1,TRUE,1.29586092780644,1.20691993491441
54,"2025-01-23","2025-01-23",1,1,1,1,1,1,6,0,TRUE,1.2361847134698,1.2255346463325
55,"2025-01-24","2025-01-24",1,1,0,1,0,1,0,0,TRUE,1.33186981175375,1.2396180816385
56,"2025-01-25","2025-01-25",1,1,1,1,1,1,16,0,TRUE,1.02655933405772,1.04047285188942
57,"2025-01-26","2025-01-26",1,0,0,0,0,0,0,0,FALSE,2.37101963962089,1.27060055582033
58,"2025-01-27","2025-01-27",1,0,0,0,0,0,0,0,FALSE,2.57481234285443,1.35667551308854
59,"2025-01-28","2025-01-28",1,0,0,0,0,0,0,0,FALSE,2.38879245790683,1.2944789181662
60,"2025-01-29","2025-01-29",1,1,1,1,1,1,10,0,TRUE,1.16912648615171,1.10187956768238
61,"2025-01-30","2025-01-30",1,1,1,1,1,1,9,0,TRUE,1.19429558045167,1.07850060460902
62,"2025-01-31","2025-01-31",1,1,1,1,1,1,3,0,TRUE,1.27570802513211,1.16570689983843
63,"2025-02-01","2025-02-01",1,1,1,1,1,1,4,0,TRUE,1.11177975763477,1.28796794044834
64,"2025-02-02","2025-02-02",1,0,0,0,0,0,0,0,FALSE,2.3968126454022,1.39954356967725
65,"2025-02-03","2025-02-03",1,0,0,0,0,0,0,0,FALSE,2.62798931141298,1.54086277189157
66,"2025-02-04","2025-02-04",1,0,0,0,0,0,0,0,FALSE,2.5188743264271,1.5359893345666
67,"2025-02-05","2025-02-05",1,1,1,1,1,1,1,0,TRUE,1.64062233347887,1.44233105770078
68,"2025-02-06","2025-02-06",1,1,1,1,1,1,3,0,TRUE,1.4905531176342,1.33339074107915
69,"2025-02-07","2025-02-07",1,1,1,1,1,1,4,0,TRUE,1.24833427989116,1.23245332210547
70,"2025-02-08","2025-02-08",1,1,1,1,1,1,21,0,TRUE,1.39208136608488,1.09915372811938
71,"2025-02-09","2025-02-09",1,0,0,0,0,0,0,0,FALSE,2.38726331340174,1.29216245894507
72,"2025-02-10","2025-02-10",1,0,0,0,0,0,0,0,FALSE,2.35724242824392,1.34208453360762
73,"2025-02-11","2025-02-11",1,1,1,1,1,1,8,0,TRUE,1.24289328696831,1.22967906046586
74,"2025-02-12","2025-02-12",1,1,1,1,1,1,3,0,TRUE,1.34033727965071,1.30073133018462
75,"2025-02-13","2025-02-13",1,0,0,0,0,0,0,0,FALSE,2.19374971447097,1.34926682448484
