"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.98023613466541,1.01305784790255,2.94535731239766,5.09937512318614,3121,1.0007
"mu_mu_C[1]",0.162091939485055,-2.12726057439457,0.284497081304594,2.04720690070334,2407,1.0021
"sigma_eps_E",0.219200730634363,0.0105886100101228,0.191869190089778,0.56380720063375,273,1.0162
"sigma_eps_C",0.0943192993131273,0.00606695805762434,0.0884316989067729,0.223656883765116,1739,1.0029
"phi_E",0.203226071887448,-0.649121582291634,0.249486341020348,0.855624906142589,2147,1.0006
"phi_C",0.174206968363549,-0.66408662265209,0.220325017008047,0.823074331644044,3034,1.0012
"sigma_r_E",0.480166927951319,0.134945386308783,0.50094301134531,0.673539578519978,214,1.0219
"sigma_r_C",0.774347466089416,0.697853811357765,0.774778251183383,0.852105107267896,8134,0.9998
"r_E",50.0923332976641,2.20431554589102,3.98495439753162,54.9143942902525,4729,1.0002
"r_C",1.68085519615361,1.37725280058101,1.66588554304544,2.05338833675856,7825,0.9998
"sigma_mu_E",1.14660893529634,0.026554716313865,0.7064948855063,5.20800531776225,3418,1.0008
"sigma_mu_C",1.13670010771544,0.030214051491224,0.718577926865349,4.79731463181191,541,1.0058
"sigma_IE",0.195046938617289,0.00499174742097896,0.135924397087731,0.731274489151273,8019,1.0003
"R_G",1.32403078756203,1.26445115783598,1.32335349476286,1.38748377855512,11215,1.0002
"R_G_boat",4.64019859980727,1.53808928252559,4.08934325415506,10.9862223432882,4014,1.0006
"B1",0.394902369142989,0.0461988475121515,0.400940755873485,0.730257261982922,3895,1.0009
"B2",-0.0222575083136832,-1.00494317548493,-0.0420181730064769,1.10151893406689,3775,1.0004
"B1_C",-0.178460797789027,-0.355970650862418,-0.179471279800076,-0.0026854680460949,8241,0.9997
