"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.711538461538462,0.980769230769231,0.505240384615385,0.231851039069262,52,52
"catch",0.562998405103668,0.992025518341308,0.508965311004785,0.296728338992697,627,627
