"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-09-16","2024-09-16",1,0.0104683686868545,-0.586380708417418,0.753141437332289,-0.00277826444221086,-0.29418083022224,0.256816557774759
2,"2024-09-17","2024-09-17",1,0.036199278520843,-0.320268860064624,0.612823807884801,-0.00939492794517751,-0.298724808503224,0.204568984401322
3,"2024-09-18","2024-09-18",1,0.0432490190208431,-0.321151982160726,0.650325189944752,-0.00675758836848755,-0.290425099869275,0.217749604301125
4,"2024-09-19","2024-09-19",1,0.131055282283158,-0.168730572735471,0.957591289977993,-0.0121529595615713,-0.320348878718563,0.206723391194799
5,"2024-09-20","2024-09-20",1,0.00466312230680401,-0.434109468810598,0.546854480823333,-0.0115370066991145,-0.306228887139905,0.194414853789104
6,"2024-09-21","2024-09-21",1,0.0502381142633567,-0.30838398981193,0.685520118986633,-0.0126056208192849,-0.269363619114638,0.167024410576027
7,"2024-09-22","2024-09-22",1,0.0198032287911198,-0.490173418594215,0.753911393497534,-0.000648637933063794,-0.277419569160438,0.241473626648851
8,"2024-09-23","2024-09-23",1,0.020919116142218,-0.456525889034175,0.73579222310343,9.77325991780326e-05,-0.263858104323948,0.269125792329074
9,"2024-09-24","2024-09-24",1,0.107169240401242,-0.201412434744079,0.865224111681708,0.00571583081489847,-0.194049066687093,0.250707186459151
10,"2024-09-25","2024-09-25",1,-0.0211464456512161,-0.748000025514084,0.455090868347892,0.00568270301164551,-0.206503108088771,0.269334971292318
11,"2024-09-26","2024-09-26",1,0.00984967046698754,-0.578741068142242,0.643791166123267,0.000455728417383015,-0.254567077791122,0.258342746409053
12,"2024-09-27","2024-09-27",1,0.0103517677791341,-0.404817155116526,0.567582221327775,-0.000760991026868434,-0.229575923183937,0.220975304149016
13,"2024-09-28","2024-09-28",1,0.136854655889392,-0.170898102883515,0.990376523480828,-0.00748266998758847,-0.217321840838018,0.168959645707077
14,"2024-09-29","2024-09-29",1,0.0272508996551369,-0.462767530954314,0.78244627799124,-0.000537532697284937,-0.262177041313851,0.2479926182382
15,"2024-09-30","2024-09-30",1,0.0160334201518509,-0.494716000774429,0.77681182650954,1.79652796380699e-05,-0.276813304135882,0.264479949592605
16,"2024-10-01","2024-10-01",1,0.0269129935816409,-0.337028631101309,0.615036593422145,-0.00175221182915929,-0.258205554599724,0.221905209326986
17,"2024-10-02","2024-10-02",1,0.00984059110662517,-0.629968339712878,0.682019753608538,-0.000298492415266718,-0.259456737386968,0.267321498768389
18,"2024-10-03","2024-10-03",1,0.0297898112523699,-0.340056497260921,0.592785598035949,-0.00457854398981765,-0.253936680357632,0.221677862233751
19,"2024-10-04","2024-10-04",1,-0.0289464277720907,-0.654362402884756,0.397852660551278,0.00784275999628068,-0.196676503870196,0.276309076819154
20,"2024-10-05","2024-10-05",1,0.0449995969521414,-0.320479968390183,0.677083150512,0.00544657400963715,-0.207839090077097,0.260782444041945
21,"2024-10-06","2024-10-06",1,0.00734276677959402,-0.546939875755138,0.713549075222628,0.00739019204548873,-0.237294863561349,0.308292897944928
22,"2024-10-07","2024-10-07",1,0.00601021593226847,-0.591271440905169,0.6731520394971,0.00563082577550762,-0.230885720668456,0.338664030954862
23,"2024-10-08","2024-10-08",1,0.0223402440312029,-0.371594361689018,0.576951359550967,0.0391032846805251,-0.120931255926468,0.404149298667384
24,"2024-10-09","2024-10-09",1,0.0182756845404959,-0.368008361837369,0.561832789957498,0.0264249360186541,-0.141431526928635,0.388969667211275
25,"2024-10-10","2024-10-10",1,0.000630975712794924,-0.616329998923798,0.563098255107552,0.00829604392251033,-0.223402364209151,0.301528541694303
26,"2024-10-11","2024-10-11",1,-0.0428093860363928,-0.800546976749581,0.37638582633367,0.00370718248363969,-0.223050949006502,0.266040120698866
27,"2024-10-12","2024-10-12",1,0.0789363294555206,-0.246155508867699,0.796024664116963,-0.000507987332239384,-0.227818492950636,0.234574829687158
28,"2024-10-13","2024-10-13",1,0.0801367778909101,-0.237751702123403,0.87538942182346,0.0138485450325131,-0.16854370745281,0.28798302649794
29,"2024-10-14","2024-10-14",1,0.0123323749974331,-0.536910378095219,0.726549467906089,0.000998206311199825,-0.242991073045132,0.262324533853618
30,"2024-10-15","2024-10-15",1,-0.00522839512148409,-0.534258769825287,0.451535222140573,0.00214890152172496,-0.203256238091591,0.230762481577202
31,"2024-10-16","2024-10-16",1,0.00942031688126376,-0.40405411606747,0.562061987894443,-0.00861024057485776,-0.260756574884857,0.180544011525971
32,"2024-10-17","2024-10-17",1,0.0230217787428675,-0.364840657930638,0.603092463604283,0.00875477976409222,-0.180671079081608,0.249270856700541
33,"2024-10-18","2024-10-18",1,-0.00772811201924075,-0.534400504396184,0.437907484009899,-0.00812613708065285,-0.255345666332095,0.177299500385334
34,"2024-10-19","2024-10-19",1,0.0219357961652949,-0.353762773370913,0.620186845752674,-0.0617107458046644,-0.424684944437275,0.0822576239223922
35,"2024-10-20","2024-10-20",1,0.000536464420925972,-0.578465419275936,0.69998154101925,-0.0164245739033468,-0.391279066244643,0.221514398804485
36,"2024-10-21","2024-10-21",1,-0.00813470925861205,-0.504191206632199,0.422929648521906,-0.0631074599739079,-0.446873067179393,0.0894204338503189
37,"2024-10-22","2024-10-22",1,0.00322754398701145,-0.436453489799653,0.496424764370968,-0.0157849307249153,-0.320503081041291,0.175332257282952
38,"2024-10-23","2024-10-23",1,0.0298776085133051,-0.346602558696417,0.624042518743963,-0.00356385526573672,-0.265917568694891,0.230008643496859
39,"2024-10-24","2024-10-24",1,-0.00715844983286212,-0.547753602369456,0.461460144918759,0.00978229466758444,-0.187577166999433,0.304757334585898
40,"2024-10-25","2024-10-25",1,-0.0984438590729115,-1.05725245396743,0.252946359514294,0.00675171368270111,-0.205304638671353,0.29685667629619
41,"2024-10-26","2024-10-26",1,-0.0150858423406144,-0.562682271355293,0.440754872212067,-0.00137076680511027,-0.232943655664394,0.23887984640643
42,"2024-10-27","2024-10-27",1,-0.0703596213273854,-0.773983137497178,0.273836019409906,0.00166492732084746,-0.228747934242115,0.252696145693853
43,"2024-10-28","2024-10-28",1,-0.0180528168740439,-0.751282873788351,0.477588103719168,0.00074570838875651,-0.260340092948042,0.288896041359648
44,"2024-10-29","2024-10-29",1,-0.0217364999255278,-0.743672622678281,0.489986945580831,0.00210333473536089,-0.25322295452436,0.276982421815517
45,"2024-10-30","2024-10-30",1,-0.0428946800751553,-0.651469170494688,0.333830740308044,0.00210138081567895,-0.243511351513346,0.278526981177425
46,"2024-10-31","2024-10-31",1,-0.0667591789695213,-0.819038151698118,0.277193749319866,0.00686045257314588,-0.191506770674217,0.307758137377513
47,"2024-11-01","2024-11-01",1,-0.0428754747559625,-0.627273658173402,0.337673307712392,0.0235901779227061,-0.146383048282518,0.322788922475809
48,"2024-11-02","2024-11-02",1,0.0310905080805649,-0.353943177476008,0.690930798615373,-0.0221685757226013,-0.283714318858061,0.144394954508611
49,"2024-11-03","2024-11-03",1,-0.00993002209905864,-0.662240614063662,0.616036056243159,-0.00112468561328286,-0.278594312826316,0.252663825714117
50,"2024-11-04","2024-11-04",1,-0.0231341550523678,-0.900895656160408,0.514314297561282,-0.00175606179728035,-0.27802478420866,0.243919827934744
51,"2024-11-05","2024-11-05",1,-0.120634261212399,-1.27686992479981,0.224499900486149,-0.00533584344664305,-0.298119822671415,0.230053997745964
52,"2024-11-06","2024-11-06",1,-0.0471737391580266,-0.720056547992766,0.337847324573375,0.00107527213792004,-0.239451887224775,0.275748858738514
53,"2024-11-07","2024-11-07",1,-0.0123348302883107,-0.510169269873728,0.431940183916655,0.00474265959060169,-0.21163623067671,0.270949436680248
54,"2024-11-08","2024-11-08",1,-0.00635718831550603,-0.495478335375451,0.474141333928321,0.034173300265262,-0.120827095141966,0.33576178262683
55,"2024-11-09","2024-11-09",1,-0.0502235826668726,-0.67928515434058,0.334281897560059,0.0276057076468982,-0.13570721812186,0.321871905633045
56,"2024-11-10","2024-11-10",1,-0.0120306885945557,-0.738693302606774,0.58075592026698,0.00587326879205534,-0.234516076996239,0.300128938778401
57,"2024-11-11","2024-11-11",1,-0.011790323540034,-0.713325431098444,0.560479014827524,-0.000638840055744762,-0.268640951101248,0.286173210018943
58,"2024-11-12","2024-11-12",1,-0.00785848944606246,-0.695186487574616,0.563256162670374,-0.00352271897651003,-0.289752776041046,0.224406881558015
59,"2024-11-13","2024-11-13",1,-0.0253911245944506,-0.605466161200636,0.376217019652876,-0.0187159644289429,-0.308277263020792,0.177262076718465
60,"2024-11-14","2024-11-14",1,0.0140041653741219,-0.415253061792092,0.624855252142224,-0.0280344482711114,-0.351543400451218,0.143054802742324
61,"2024-11-15","2024-11-15",1,-0.00622144165766881,-0.472885202100207,0.508547275011435,-0.0673423831199735,-0.415525441457086,0.0695314462531237
62,"2024-11-16","2024-11-16",1,0.00403454401194835,-0.45816195674849,0.503770189108644,-0.0152208253903353,-0.281299488527213,0.162214037246964
63,"2024-11-17","2024-11-17",1,-0.0156891701047471,-0.732911812557133,0.580596301273718,-0.0125456962667968,-0.328854916467396,0.213592436983497
64,"2024-11-18","2024-11-18",1,-0.0344830756868051,-0.884265357950766,0.52296463128101,-0.00977546453489486,-0.354379250746115,0.224048599169655
65,"2024-11-19","2024-11-19",1,-0.121933333090431,-1.16265310561187,0.222300029990447,-0.0442928087534598,-0.441955573131964,0.117786732037608
66,"2024-11-20","2024-11-20",1,-0.187036662268459,-1.75598909440304,0.168029001970116,-0.00478413842519991,-0.32013496515924,0.22838349268116
67,"2024-11-21","2024-11-21",1,-0.103858398824091,-0.998761179605382,0.273055324672697,-0.000973988014966081,-0.256319423555436,0.247574923821292
68,"2024-11-22","2024-11-22",1,-0.159080974072589,-1.36936132237957,0.178594413192863,-0.00087215949234323,-0.258967915365815,0.263863666759144
69,"2024-11-23","2024-11-23",1,-0.0717762605330155,-0.844686112888881,0.282353017769903,0.0133218358061678,-0.17764014692912,0.320191885740688
70,"2024-11-24","2024-11-24",1,-0.0208985019865703,-0.738516779592327,0.523102546348869,0.00691149932674182,-0.233016480774195,0.315823320463594
71,"2024-11-25","2024-11-25",1,-0.00383414997974407,-0.634918459008113,0.569120611422624,0.0103616358111732,-0.221764795226056,0.343688509462914
72,"2024-11-26","2024-11-26",1,0.00745928196301694,-0.407406324305454,0.519282853977971,0.050129678487128,-0.0993339223488273,0.396198843326096
73,"2024-11-27","2024-11-27",1,0.0377047228363798,-0.332635587618886,0.64109125550501,0.0231563335036225,-0.148070780202184,0.340165284376337
74,"2024-11-28","2024-11-28",1,0.0182952922528953,-0.489360926700135,0.714313610982285,0.0133002686100128,-0.222709794958708,0.327152791008305
75,"2024-11-29","2024-11-29",1,0.0274868442827017,-0.440629862985744,0.809448067258284,0.00764503351008221,-0.220002661851531,0.320493070409823
76,"2024-11-30","2024-11-30",1,0.152650155601097,-0.157557740133903,1.06021564407832,0.0414157027184219,-0.090654115034868,0.296304570484283
