"fit","ar_resolution","divergences","divergence_fraction","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","B1_C_rhat","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact","pass_convergence","method_selected"
"shore_ring_net_only_Dungeness_Kept","daily",171,0.0285,0,0.9998,0.9997,5636,5832,0.9997,0.0122,0.0073,0.0395,0.0272,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"shore_all_gear_Dungeness_Kept","daily",413,0.0413,0,1.0001,0.9998,5920,4951,0.9998,0.0055,0.0061,0.0144,0.0101,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
"private_boat_ring_net_only_Dungeness_Kept",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,"PE (insufficient data)"
"private_boat_all_gear_Dungeness_Kept","monthly",314,0.0314,0,1.0019,1.0008,5436,4320,1.0018,0.0196,0.0157,0.0651,0.0628,TRUE,TRUE,TRUE,TRUE,TRUE,"BSS"
