"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",311,-1258.86142926382,16.32205475408,119.43879389114,54,-1139.42
"catch",1649,-3164.11813341056,46.7881891637528,44.9136079521406,0,-3119.2
