"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.518324165585302,0.268146011697237,52,52
"catch",0.430622009569378,0.985645933014354,0.50759788288919,0.295028488012336,627,627
