"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_mu_E",0.680571229554649,0.646785746937746,0.177207137553525,0.00329426255605732,0.00119107350287054
"sigma_r_C",1.02965811064715,1.03054979879971,0.0572111565636439,0.00329426255605732,0.00119107350287054
"sigma_eps_C",0.239399784945268,0.241352172525903,0.0540074423608671,0.00329426255605732,0.00119107350287054
"r_C",0.943221975302463,0.941590482205874,-0.05386624312976,0.00329426255605732,0.00119107350287054
"R_G_boat",3.99039631176874,4.16420191882255,0.0520285804418632,0.00329426255605732,0.00119107350287054
"phi_E",0.485100043571201,0.491261459988753,0.038984553423136,0.00329426255605732,0.00119107350287054
"sigma_eps_E",0.585056569976356,0.582867803121686,-0.031529028733052,0.00329426255605732,0.00119107350287054
"r_E",18.1801030465447,18.0313987055508,-0.0292431972973287,0.00329426255605732,0.00119107350287054
"sigma_IE",1.03569166354787,1.04720373575275,0.0268897477007234,0.00329426255605732,0.00119107350287054
"R_G",1.27951067784265,1.27871555843612,-0.0174153277600159,0.00329426255605732,0.00119107350287054
"sigma_mu_C",0.708708070991801,0.616306665279511,0.0038190977085926,0.00329426255605732,0.00119107350287054
"phi_C",0.833551181950268,0.832131713459011,-0.0011271574831333,0.00329426255605732,0.00119107350287054
"sigma_r_E",0.234531850485447,0.235497044679976,-0.000780695064984489,0.00329426255605732,0.00119107350287054
