"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-228.036915357099,6.13597495590483,6.10269020214044,1,-221.93
"catch",627,-1449.18859783785,21.7570085586167,6.73096808865292,0,-1442.46
