"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.697435897435897,0.984615384615385,0.494833333333333,0.268617603046909,195,195
"catch",0.618320610687023,0.99236641221374,0.510772900763359,0.274822777598411,131,131
