"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",2,"2024-09-17",30,30.986,0.5624,TRUE,TRUE
"gear",3,"2024-09-18",29,30.986,0.5408,TRUE,TRUE
"gear",4,"2024-09-19",55,30.986,0.8917,FALSE,TRUE
"gear",5,"2024-09-20",29,50.082,0.2684,TRUE,TRUE
"gear",6,"2024-09-21",48,50.082,0.5574,TRUE,TRUE
"gear",9,"2024-09-24",50,30.986,0.854,FALSE,TRUE
"gear",10,"2024-09-25",13,30.986,0.1547,FALSE,TRUE
"gear",12,"2024-09-27",34,50.082,0.3481,TRUE,TRUE
"gear",13,"2024-09-28",79,50.082,0.8464,FALSE,TRUE
"gear",16,"2024-10-01",30,30.24,0.5785,TRUE,TRUE
"gear",18,"2024-10-03",45,30.24,0.8166,FALSE,TRUE
"gear",19,"2024-10-04",29,48.782,0.2792,TRUE,TRUE
"gear",20,"2024-10-05",72,48.782,0.8156,FALSE,TRUE
"gear",23,"2024-10-08",30,30.24,0.5785,TRUE,TRUE
"gear",24,"2024-10-09",29,30.24,0.5568,TRUE,TRUE
"gear",26,"2024-10-11",14,48.782,0.0689,FALSE,TRUE
"gear",27,"2024-10-12",62,48.782,0.7344,TRUE,TRUE
"gear",28,"2024-10-13",64,48.782,0.7527,FALSE,TRUE
"gear",30,"2024-10-15",27,27.538,0.5688,TRUE,TRUE
"gear",31,"2024-10-16",37,27.538,0.7625,FALSE,TRUE
"gear",32,"2024-10-17",43,27.538,0.8393,FALSE,TRUE
"gear",33,"2024-10-18",39,44.576,0.498,TRUE,TRUE
"gear",34,"2024-10-19",62,44.576,0.7847,FALSE,TRUE
"gear",36,"2024-10-21",29,27.538,0.6146,TRUE,TRUE
"gear",37,"2024-10-22",25,27.538,0.5197,TRUE,TRUE
"gear",38,"2024-10-23",35,27.538,0.7308,TRUE,TRUE
"gear",39,"2024-10-24",24,27.538,0.494,TRUE,TRUE
"gear",40,"2024-10-25",10,44.576,0.0417,FALSE,TRUE
"gear",41,"2024-10-26",36,44.576,0.4479,TRUE,TRUE
"gear",42,"2024-10-27",18,44.576,0.138,FALSE,TRUE
"gear",45,"2024-10-30",18,24.77,0.3936,TRUE,TRUE
"gear",46,"2024-10-31",12,24.77,0.2074,FALSE,TRUE
"gear",47,"2024-11-01",33,40.001,0.466,TRUE,TRUE
"gear",48,"2024-11-02",79,40.001,0.9249,FALSE,TRUE
"gear",51,"2024-11-05",8,24.77,0.0997,FALSE,TRUE
"gear",52,"2024-11-06",17,24.77,0.3625,TRUE,TRUE
"gear",53,"2024-11-07",25,24.77,0.5917,TRUE,TRUE
"gear",54,"2024-11-08",36,40.001,0.5204,TRUE,TRUE
"gear",55,"2024-11-09",22,40.001,0.2502,TRUE,TRUE
"gear",59,"2024-11-13",25,24.282,0.6047,TRUE,TRUE
"gear",60,"2024-11-14",43,24.282,0.8877,FALSE,TRUE
"gear",61,"2024-11-15",46,39.252,0.6874,TRUE,TRUE
"gear",62,"2024-11-16",57,39.252,0.8061,FALSE,TRUE
"gear",65,"2024-11-19",13,24.282,0.2459,FALSE,TRUE
"gear",66,"2024-11-20",0,24.282,8e-04,FALSE,FALSE
"gear",67,"2024-11-21",15,24.282,0.3096,TRUE,TRUE
"gear",68,"2024-11-22",6,39.252,0.02,FALSE,FALSE
"gear",69,"2024-11-23",23,39.252,0.28,TRUE,TRUE
"gear",72,"2024-11-26",26,34.106,0.4292,TRUE,TRUE
"gear",73,"2024-11-27",33,34.106,0.573,TRUE,TRUE
"gear",75,"2024-11-29",51,64.723,0.5248,TRUE,TRUE
"gear",76,"2024-11-30",123,55.028,0.9503,FALSE,TRUE
"catch",2,"2024-09-17",3,5.575,0.3661,TRUE,TRUE
