"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.66659967330882,0.0435250890541448,2.70855102509049,5.08239052038181,4682,1.0006
"mu_mu_C[1]",0.624620437375591,-2.32331552424867,0.873279154525868,2.43855796905851,4105,1.0003
"sigma_eps_E",1.02265312473666,0.584280838963397,0.969243076892381,1.77330216003609,3086,1.0014
"sigma_eps_C",0.418181200305262,0.0969531739588739,0.3964235900122,0.837680603956041,2920,1.0007
"phi_E",0.682810214955661,0.250759131336341,0.711708310602234,0.94191321368775,3210,1.001
"phi_C",-0.117689228203451,-0.781040015774398,-0.151859213438535,0.71229659001386,5044,1.0003
"sigma_r_E",0.929649242509649,0.813558253960031,0.926766534824847,1.06036413943922,13044,0.9997
"sigma_r_C",0.773241430244882,0.65969452672366,0.770999487398438,0.901183252334028,9121,0.9998
"r_E",1.17264786461918,0.889385294894006,1.16428503179116,1.51085466198693,12921,0.9997
"r_C",1.70558217772249,1.23132806026717,1.68225497961068,2.29781065688496,9101,0.9999
"sigma_mu_E",1.23021106700758,0.0350717836519464,0.719421126340621,5.48863867761845,7168,0.9998
"sigma_mu_C",1.3719582373255,0.033066579134746,0.783183025393251,6.1979032429279,4636,1.0003
"sigma_IE",0.199638118671005,0.00515357591654793,0.13790949534051,0.723642293418128,16770,0.9999
"R_G",1.27943220143298,0.676202661394537,1.22385349647365,2.19279206501472,11570,0.9999
"R_G_boat",3.55259192114075,3.23485224025985,3.55085786079399,3.88085287611442,15349,0.9998
"B1",0.264221723446716,-0.0481462235291285,0.266108061116642,0.583156686811924,12103,1.0003
"B2",0.530288723771081,-0.200468640057295,0.521064529368658,1.31222551204562,12802,1
"B1_C",-0.0102577156715792,-0.311833299828407,-0.0103768121921218,0.299560769239832,11797,0.9999
