"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2500,257,0.845602604941331,8.7952,9,485.0364,0.00978248454715561,0.782959033140134,FALSE
2,2500,22,0.980369497099519,9.9824,11,1029.1464,0.00323613282726939,0.747782832233947,FALSE
3,2500,22,0.978558188550025,9.9844,10,1018.4856,0.00355769467600039,0.875474951560272,FALSE
4,2500,85,0.927265086143829,8.95,11,544.5376,0.00637998389462517,0.795535626691003,FALSE
