"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",26614,34161,30147,39391
"Dungeness_Kept","Expected_Catch",44810,53295,44289,66760
"Dungeness_Kept","Predictive_Catch",NA,53305,44311,66769
