"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.666666666666667,0.984615384615385,0.491711538461538,0.266892879410626,195,195
"catch",0.595419847328244,0.977099236641221,0.509513358778626,0.274465896215823,131,131
