"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",1,"2024-12-01",76,74.915,0.5763,TRUE,TRUE
"gear",3,"2024-12-03",27,28.988,0.4945,TRUE,TRUE
"gear",4,"2024-12-04",30,29.863,0.5653,TRUE,TRUE
"gear",5,"2024-12-05",20,21.509,0.4962,TRUE,TRUE
"gear",6,"2024-12-06",25,30.908,0.3616,TRUE,TRUE
"gear",7,"2024-12-07",31,34.176,0.4682,TRUE,TRUE
"gear",10,"2024-12-10",23,24.282,0.5128,TRUE,TRUE
"gear",11,"2024-12-11",20,22.678,0.4433,TRUE,TRUE
"gear",12,"2024-12-12",39,34.987,0.6679,TRUE,TRUE
"gear",13,"2024-12-13",22,28.191,0.3368,TRUE,TRUE
"gear",14,"2024-12-14",37,37.662,0.5429,TRUE,TRUE
"gear",15,"2024-12-15",33,36.663,0.4564,TRUE,TRUE
"gear",18,"2024-12-18",32,31.489,0.5778,TRUE,TRUE
"gear",20,"2024-12-20",22,25.688,0.4186,TRUE,TRUE
"gear",21,"2024-12-21",20,22.937,0.4363,TRUE,TRUE
"gear",22,"2024-12-22",19,23.492,0.3729,TRUE,TRUE
"gear",23,"2024-12-23",29,27.855,0.6019,TRUE,TRUE
"gear",24,"2024-12-24",31,31.624,0.5403,TRUE,TRUE
"gear",26,"2024-12-26",33,33.779,0.5392,TRUE,TRUE
"gear",27,"2024-12-27",50,53.286,0.4943,TRUE,TRUE
"gear",28,"2024-12-28",58,59.138,0.5426,TRUE,TRUE
"gear",31,"2024-12-31",96,95.354,0.569,TRUE,TRUE
"gear",32,"2025-01-01",55,63.304,0.4194,TRUE,TRUE
"gear",33,"2025-01-02",28,29.046,0.5257,TRUE,TRUE
"gear",34,"2025-01-03",55,55.134,0.5562,TRUE,TRUE
"gear",35,"2025-01-04",39,42.394,0.4773,TRUE,TRUE
"gear",38,"2025-01-07",19,21.793,0.4407,TRUE,TRUE
"gear",39,"2025-01-08",29,29.648,0.5389,TRUE,TRUE
"gear",40,"2025-01-09",35,34.583,0.5736,TRUE,TRUE
"gear",41,"2025-01-10",34,43.638,0.3199,TRUE,TRUE
"gear",42,"2025-01-11",149,130.543,0.7073,TRUE,TRUE
"gear",45,"2025-01-14",50,47.817,0.6085,TRUE,TRUE
"gear",47,"2025-01-16",16,20.1,0.3711,TRUE,TRUE
"gear",48,"2025-01-17",47,48.023,0.5383,TRUE,TRUE
"gear",49,"2025-01-18",62,60.499,0.5876,TRUE,TRUE
"gear",52,"2025-01-21",16,17.276,0.4969,TRUE,TRUE
"gear",53,"2025-01-22",8,11.974,0.273,TRUE,TRUE
"gear",54,"2025-01-23",16,15.562,0.5867,TRUE,TRUE
"gear",55,"2025-01-24",9,16.241,0.1641,FALSE,TRUE
"gear",56,"2025-01-25",68,60.907,0.677,TRUE,TRUE
"gear",60,"2025-01-29",32,32.195,0.557,TRUE,TRUE
"gear",61,"2025-01-30",24,24.094,0.5582,TRUE,TRUE
"gear",62,"2025-01-31",14,20.918,0.2425,FALSE,TRUE
"gear",63,"2025-02-01",48,45.105,0.6254,TRUE,TRUE
"gear",67,"2025-02-05",2,5.688,0.1329,FALSE,TRUE
"gear",68,"2025-02-06",4,6.486,0.2924,TRUE,TRUE
"gear",69,"2025-02-07",13,16.361,0.3757,TRUE,TRUE
"gear",70,"2025-02-08",65,63.44,0.5907,TRUE,TRUE
"gear",73,"2025-02-11",20,20.668,0.5342,TRUE,TRUE
"gear",74,"2025-02-12",11,14.05,0.376,TRUE,TRUE
"gear",76,"2025-02-14",23,28.337,0.3694,TRUE,TRUE
"gear",77,"2025-02-15",65,60.912,0.6308,TRUE,TRUE
"gear",81,"2025-02-19",12,16.094,0.3328,TRUE,TRUE
"gear",82,"2025-02-20",30,26.835,0.6678,TRUE,TRUE
"gear",83,"2025-02-21",18,23.319,0.3375,TRUE,TRUE
"gear",84,"2025-02-22",28,29.811,0.501,TRUE,TRUE
"gear",87,"2025-02-25",11,15.185,0.312,TRUE,TRUE
"gear",88,"2025-02-26",32,30.264,0.614,TRUE,TRUE
"gear",89,"2025-02-27",32,30.69,0.6037,TRUE,TRUE
"gear",90,"2025-02-28",16,29.117,0.1176,FALSE,TRUE
"gear",91,"2025-03-01",105,90.643,0.7205,TRUE,TRUE
"gear",94,"2025-03-04",1,5.456,0.0394,FALSE,TRUE
"gear",94,"2025-03-04",3,5.456,0.2203,FALSE,TRUE
"gear",94,"2025-03-04",9,5.456,0.8745,FALSE,TRUE
"gear",95,"2025-03-05",0,4.401,0.0152,FALSE,FALSE
"gear",95,"2025-03-05",7,4.401,0.8411,FALSE,TRUE
"gear",95,"2025-03-05",1,4.401,0.0737,FALSE,TRUE
"gear",96,"2025-03-06",17,21.827,0.2917,TRUE,TRUE
"gear",96,"2025-03-06",35,21.827,0.9381,FALSE,TRUE
"gear",96,"2025-03-06",20,21.827,0.4495,TRUE,TRUE
"gear",97,"2025-03-07",13,13.166,0.5369,TRUE,TRUE
"gear",97,"2025-03-07",9,13.166,0.2363,FALSE,TRUE
"gear",97,"2025-03-07",9,13.166,0.2363,FALSE,TRUE
"gear",98,"2025-03-08",58,57.824,0.5487,TRUE,TRUE
"gear",98,"2025-03-08",54,57.824,0.457,TRUE,TRUE
"gear",98,"2025-03-08",69,57.824,0.7582,FALSE,TRUE
"gear",101,"2025-03-11",18,15.243,0.709,TRUE,TRUE
"gear",101,"2025-03-11",13,15.243,0.3952,TRUE,TRUE
"gear",101,"2025-03-11",12,15.243,0.3263,TRUE,TRUE
"gear",102,"2025-03-12",13,17.598,0.2629,TRUE,TRUE
"gear",102,"2025-03-12",17,17.598,0.5095,TRUE,TRUE
"gear",102,"2025-03-12",22,17.598,0.7668,FALSE,TRUE
"gear",104,"2025-03-14",13,22.335,0.1105,FALSE,TRUE
"gear",104,"2025-03-14",18,22.335,0.3253,TRUE,TRUE
"gear",104,"2025-03-14",33,22.335,0.8969,FALSE,TRUE
"gear",105,"2025-03-15",6,17.92,0.0159,FALSE,FALSE
"gear",105,"2025-03-15",14,17.92,0.3095,TRUE,TRUE
"gear",105,"2025-03-15",29,17.92,0.9321,FALSE,TRUE
"gear",108,"2025-03-18",10,15.584,0.1812,FALSE,TRUE
"gear",108,"2025-03-18",15,15.584,0.5082,TRUE,TRUE
"gear",108,"2025-03-18",20,15.584,0.7837,FALSE,TRUE
"gear",109,"2025-03-19",15,14.336,0.5922,TRUE,TRUE
"gear",109,"2025-03-19",13,14.336,0.4546,TRUE,TRUE
"gear",109,"2025-03-19",16,14.336,0.6542,TRUE,TRUE
"gear",110,"2025-03-20",4,4.645,0.4587,TRUE,TRUE
"gear",110,"2025-03-20",4,4.645,0.4587,TRUE,TRUE
"gear",110,"2025-03-20",1,4.645,0.0627,FALSE,TRUE
"gear",111,"2025-03-21",14,11.948,0.6934,TRUE,TRUE
"gear",111,"2025-03-21",8,11.948,0.2295,FALSE,TRUE
"gear",111,"2025-03-21",9,11.948,0.3069,TRUE,TRUE
"gear",112,"2025-03-22",56,58.42,0.4877,TRUE,TRUE
"gear",112,"2025-03-22",63,58.42,0.6395,TRUE,TRUE
"gear",112,"2025-03-22",65,58.42,0.6781,TRUE,TRUE
"gear",115,"2025-03-25",40,25.312,0.9365,FALSE,TRUE
"gear",115,"2025-03-25",22,25.312,0.3899,TRUE,TRUE
