"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.061142114472,24.177129119444,8.50181285018335,0,-552.56
"catch",131,-452.098874354707,9.71989230927142,10.743161181727,1,-441.36
