"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",27691,41966,34729,51376
"Dungeness_Kept","Expected_Catch",45105,71450,52398,100930
"Dungeness_Kept","Predictive_Catch",NA,71424,52345,100889
