"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","in_50","in_95"
"gear",2,"2024-09-17",30,30.992,0.5532,0.00045,TRUE,TRUE
"gear",3,"2024-09-18",29,30.992,0.5296,0.00045,TRUE,TRUE
"gear",4,"2024-09-19",55,30.992,0.9044,0.00045,FALSE,TRUE
"gear",5,"2024-09-20",29,30.992,0.5296,0.00045,TRUE,TRUE
"gear",6,"2024-09-21",48,63.048,0.3917,7e-05,TRUE,TRUE
"gear",9,"2024-09-24",50,30.992,0.8663,0.00045,FALSE,TRUE
"gear",10,"2024-09-25",13,30.992,0.128,0.00045,FALSE,TRUE
"gear",12,"2024-09-27",34,30.992,0.6402,0.00045,TRUE,TRUE
"gear",13,"2024-09-28",79,63.048,0.7322,7e-05,TRUE,TRUE
"gear",16,"2024-10-01",30,29.433,0.5887,5e-04,TRUE,TRUE
"gear",18,"2024-10-03",45,29.433,0.8414,5e-04,FALSE,TRUE
"gear",19,"2024-10-04",29,29.433,0.565,5e-04,TRUE,TRUE
"gear",20,"2024-10-05",72,59.838,0.7057,8e-05,TRUE,TRUE
"gear",23,"2024-10-08",30,29.433,0.5887,5e-04,TRUE,TRUE
"gear",24,"2024-10-09",29,29.433,0.565,5e-04,TRUE,TRUE
"gear",26,"2024-10-11",14,29.433,0.1658,5e-04,FALSE,TRUE
"gear",27,"2024-10-12",62,59.838,0.6027,8e-05,TRUE,TRUE
"gear",28,"2024-10-13",64,59.838,0.6251,8e-05,TRUE,TRUE
"gear",30,"2024-10-15",27,27.561,0.5601,0.00057,TRUE,TRUE
"gear",31,"2024-10-16",37,27.561,0.7707,0.00057,FALSE,TRUE
"gear",32,"2024-10-17",43,27.561,0.8515,0.00057,FALSE,TRUE
"gear",33,"2024-10-18",39,27.561,0.801,0.00057,FALSE,TRUE
"gear",34,"2024-10-19",62,56.241,0.6477,9e-05,TRUE,TRUE
"gear",36,"2024-10-21",29,27.561,0.6102,0.00057,TRUE,TRUE
"gear",37,"2024-10-22",25,27.561,0.5065,0.00057,TRUE,TRUE
"gear",38,"2024-10-23",35,27.561,0.7365,0.00057,TRUE,TRUE
"gear",39,"2024-10-24",24,27.561,0.4786,0.00057,TRUE,TRUE
"gear",40,"2024-10-25",10,27.561,0.0935,0.00057,FALSE,TRUE
"gear",41,"2024-10-26",36,56.241,0.2905,9e-05,TRUE,TRUE
"gear",42,"2024-10-27",18,56.241,0.0654,9e-05,FALSE,TRUE
"gear",45,"2024-10-30",18,25.815,0.3436,7e-04,TRUE,TRUE
"gear",46,"2024-10-31",12,25.815,0.1622,7e-04,FALSE,TRUE
"gear",47,"2024-11-01",33,25.815,0.7402,7e-04,TRUE,TRUE
"gear",48,"2024-11-02",79,52.605,0.8339,0.00011,FALSE,TRUE
"gear",51,"2024-11-05",8,25.815,0.0695,7e-04,FALSE,TRUE
"gear",52,"2024-11-06",17,25.815,0.3119,7e-04,TRUE,TRUE
"gear",53,"2024-11-07",25,25.815,0.555,7e-04,TRUE,TRUE
"gear",54,"2024-11-08",36,25.815,0.7914,7e-04,FALSE,TRUE
"gear",55,"2024-11-09",22,52.605,0.1238,0.00011,FALSE,TRUE
"gear",59,"2024-11-13",25,25.143,0.574,0.00077,TRUE,TRUE
"gear",60,"2024-11-14",43,25.143,0.8874,0.00077,FALSE,TRUE
"gear",61,"2024-11-15",46,25.143,0.9117,0.00077,FALSE,TRUE
"gear",62,"2024-11-16",57,51.321,0.6538,0.00012,TRUE,TRUE
"gear",65,"2024-11-19",13,25.143,0.2023,0.00077,FALSE,TRUE
"gear",66,"2024-11-20",0,25.143,4e-04,0.00077,FALSE,FALSE
"gear",67,"2024-11-21",15,25.143,0.2641,0.00077,TRUE,TRUE
"gear",68,"2024-11-22",6,25.143,0.0407,0.00077,FALSE,TRUE
"gear",69,"2024-11-23",23,51.321,0.1473,0.00012,FALSE,TRUE
"gear",72,"2024-11-26",26,31.426,0.4545,0.00047,TRUE,TRUE
"gear",73,"2024-11-27",33,31.426,0.6154,0.00047,TRUE,TRUE
"gear",75,"2024-11-29",51,65.246,0.5013,0.00018,TRUE,TRUE
"gear",76,"2024-11-30",123,63.831,0.929,8e-05,FALSE,TRUE
"catch",2,"2024-09-17",3,5.278,0.3866,0.09418,TRUE,TRUE
"catch",2,"2024-09-17",27,14.513,0.8643,0.02348,FALSE,TRUE
"catch",2,"2024-09-17",0,2.639,0.1037,0.20741,FALSE,TRUE
"catch",2,"2024-09-17",1,2.639,0.3125,0.20741,TRUE,TRUE
"catch",3,"2024-09-18",0,2.639,0.1037,0.20741,FALSE,TRUE
"catch",3,"2024-09-18",3,2.639,0.6527,0.20741,TRUE,TRUE
"catch",3,"2024-09-18",0,2.639,0.1037,0.20741,FALSE,TRUE
"catch",3,"2024-09-18",12,5.278,0.9094,0.09418,FALSE,TRUE
"catch",4,"2024-09-19",0,2.639,0.1037,0.20741,FALSE,TRUE
"catch",4,"2024-09-19",5,2.639,0.8397,0.20741,FALSE,TRUE
"catch",4,"2024-09-19",0,2.639,0.1037,0.20741,FALSE,TRUE
"catch",5,"2024-09-20",11,13.194,0.5223,0.02698,TRUE,TRUE
"catch",5,"2024-09-20",2,2.639,0.5032,0.20741,TRUE,TRUE
"catch",5,"2024-09-20",1,2.639,0.3125,0.20741,TRUE,TRUE
"catch",5,"2024-09-20",6,3.958,0.7721,0.13334,FALSE,TRUE
"catch",5,"2024-09-20",0,3.958,0.0667,0.13334,FALSE,TRUE
"catch",5,"2024-09-20",6,3.958,0.7721,0.13334,FALSE,TRUE
"catch",5,"2024-09-20",0,2.639,0.1037,0.20741,FALSE,TRUE
"catch",6,"2024-09-21",11,3.351,0.9685,0.16116,FALSE,TRUE
"catch",6,"2024-09-21",2,2.234,0.5637,0.24434,TRUE,TRUE
"catch",6,"2024-09-21",6,5.585,0.6353,0.08776,TRUE,TRUE
"catch",6,"2024-09-21",3,2.234,0.7132,0.24434,TRUE,TRUE
"catch",6,"2024-09-21",0,1.117,0.2135,0.42696,FALSE,TRUE
"catch",6,"2024-09-21",1,2.234,0.36,0.24434,TRUE,TRUE
"catch",6,"2024-09-21",1,1.117,0.5688,0.42696,TRUE,TRUE
"catch",6,"2024-09-21",0,1.117,0.2135,0.42696,FALSE,TRUE
"catch",6,"2024-09-21",3,4.468,0.4488,0.11564,TRUE,TRUE
"catch",6,"2024-09-21",4,4.468,0.559,0.11564,TRUE,TRUE
"catch",6,"2024-09-21",3,4.468,0.4488,0.11564,TRUE,TRUE
"catch",6,"2024-09-21",0,1.117,0.2135,0.42696,FALSE,TRUE
"catch",6,"2024-09-21",5,3.351,0.7625,0.16116,FALSE,TRUE
"catch",6,"2024-09-21",0,2.234,0.1222,0.24434,FALSE,TRUE
"catch",6,"2024-09-21",0,4.468,0.0578,0.11564,FALSE,TRUE
"catch",6,"2024-09-21",4,4.468,0.559,0.11564,TRUE,TRUE
"catch",6,"2024-09-21",6,3.351,0.8282,0.16116,FALSE,TRUE
"catch",6,"2024-09-21",4,3.351,0.6749,0.16116,TRUE,TRUE
"catch",6,"2024-09-21",0,4.468,0.0578,0.11564,FALSE,TRUE
"catch",6,"2024-09-21",2,4.468,0.3219,0.11564,TRUE,TRUE
"catch",6,"2024-09-21",4,2.234,0.8156,0.24434,FALSE,TRUE
"catch",6,"2024-09-21",6,2.234,0.9268,0.24434,FALSE,TRUE
"catch",9,"2024-09-24",7,23.749,0.1697,0.01125,FALSE,TRUE
"catch",9,"2024-09-24",0,1.319,0.19,0.37999,FALSE,TRUE
"catch",9,"2024-09-24",0,1.319,0.19,0.37999,FALSE,TRUE
"catch",9,"2024-09-24",3,5.278,0.3866,0.09418,TRUE,TRUE
"catch",9,"2024-09-24",6,7.916,0.4854,0.05541,TRUE,TRUE
"catch",9,"2024-09-24",9,7.916,0.6614,0.05541,TRUE,TRUE
"catch",9,"2024-09-24",5,2.639,0.8397,0.20741,FALSE,TRUE
"catch",9,"2024-09-24",0,1.319,0.19,0.37999,FALSE,TRUE
"catch",9,"2024-09-24",6,1.319,0.9835,0.37999,FALSE,FALSE
"catch",9,"2024-09-24",6,2.639,0.893,0.20741,FALSE,TRUE
"catch",9,"2024-09-24",9,3.958,0.9037,0.13334,FALSE,TRUE
"catch",10,"2024-09-25",0,5.278,0.0471,0.09418,FALSE,TRUE
"catch",10,"2024-09-25",3,1.319,0.8654,0.37999,FALSE,TRUE
"catch",10,"2024-09-25",3,5.278,0.3866,0.09418,TRUE,TRUE
"catch",10,"2024-09-25",2,3.958,0.3607,0.13334,TRUE,TRUE
"catch",10,"2024-09-25",10,2.639,0.9799,0.20741,FALSE,FALSE
"catch",10,"2024-09-25",2,2.639,0.5032,0.20741,TRUE,TRUE
