"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","in_50","in_95"
"gear",1,"2024-12-01",76,77.562,0.5411,0,TRUE,TRUE
"gear",3,"2024-12-03",27,28.38,0.507,0,TRUE,TRUE
"gear",4,"2024-12-04",30,29.152,0.5876,0,TRUE,TRUE
"gear",5,"2024-12-05",20,22.803,0.4334,1e-05,TRUE,TRUE
"gear",6,"2024-12-06",25,22.496,0.6587,0,TRUE,TRUE
"gear",7,"2024-12-07",31,39.518,0.3215,0,TRUE,TRUE
"gear",10,"2024-12-10",23,23.705,0.5331,0,TRUE,TRUE
"gear",11,"2024-12-11",20,23.595,0.4029,1e-05,TRUE,TRUE
"gear",12,"2024-12-12",39,33.941,0.6985,0,TRUE,TRUE
"gear",13,"2024-12-13",22,23.515,0.4915,1e-05,TRUE,TRUE
"gear",14,"2024-12-14",37,42.507,0.4113,0,TRUE,TRUE
"gear",15,"2024-12-15",33,39.661,0.376,0,TRUE,TRUE
"gear",18,"2024-12-18",32,30.485,0.6098,0,TRUE,TRUE
"gear",20,"2024-12-20",22,20.557,0.6257,2e-05,TRUE,TRUE
"gear",21,"2024-12-21",20,27.672,0.2702,0,TRUE,TRUE
"gear",22,"2024-12-22",19,28.286,0.2154,0,FALSE,TRUE
"gear",23,"2024-12-23",29,25.391,0.6884,0,TRUE,TRUE
"gear",24,"2024-12-24",31,30.533,0.5789,0,TRUE,TRUE
"gear",26,"2024-12-26",33,35.418,0.4851,0,TRUE,TRUE
"gear",27,"2024-12-27",50,43.493,0.7039,0,TRUE,TRUE
"gear",28,"2024-12-28",58,68.963,0.3759,0,TRUE,TRUE
"gear",31,"2024-12-31",96,91.071,0.6198,0,TRUE,TRUE
"gear",32,"2025-01-01",55,65.65,0.3684,0,TRUE,TRUE
"gear",33,"2025-01-02",28,30.37,0.4771,0,TRUE,TRUE
"gear",34,"2025-01-03",55,43.675,0.7883,0,FALSE,TRUE
"gear",35,"2025-01-04",39,51.554,0.2865,0,TRUE,TRUE
"gear",38,"2025-01-07",19,22.433,0.4091,1e-05,TRUE,TRUE
"gear",39,"2025-01-08",29,29.265,0.5504,0,TRUE,TRUE
"gear",40,"2025-01-09",35,34.616,0.5665,0,TRUE,TRUE
"gear",41,"2025-01-10",34,37.463,0.458,0,TRUE,TRUE
"gear",42,"2025-01-11",149,137.318,0.6533,0,TRUE,TRUE
"gear",45,"2025-01-14",50,46.065,0.6445,0,TRUE,TRUE
"gear",47,"2025-01-16",16,23.567,0.2396,1e-05,FALSE,TRUE
"gear",48,"2025-01-17",47,39.665,0.7306,0,TRUE,TRUE
"gear",49,"2025-01-18",62,68.799,0.447,0,TRUE,TRUE
"gear",52,"2025-01-21",16,16.164,0.5525,1e-04,TRUE,TRUE
"gear",53,"2025-01-22",8,10.419,0.3459,0.00086,TRUE,TRUE
"gear",54,"2025-01-23",16,14.893,0.6215,0.00015,TRUE,TRUE
"gear",55,"2025-01-24",9,14.025,0.2284,0.00021,FALSE,TRUE
"gear",56,"2025-01-25",68,63.343,0.6341,0,TRUE,TRUE
"gear",60,"2025-01-29",32,30.685,0.6009,0,TRUE,TRUE
"gear",61,"2025-01-30",24,24.204,0.5484,0,TRUE,TRUE
"gear",62,"2025-01-31",14,17.889,0.3413,4e-05,TRUE,TRUE
"gear",63,"2025-02-01",48,48.709,0.5422,0,TRUE,TRUE
"gear",67,"2025-02-05",2,6.437,0.0902,0.0125,FALSE,TRUE
"gear",68,"2025-02-06",4,7.471,0.2041,0.00624,FALSE,TRUE
"gear",69,"2025-02-07",13,13.778,0.5123,0.00027,TRUE,TRUE
"gear",70,"2025-02-08",65,60.843,0.6299,0,TRUE,TRUE
"gear",73,"2025-02-11",20,20.048,0.5563,2e-05,TRUE,TRUE
"gear",74,"2025-02-12",11,15.301,0.2937,0.00014,TRUE,TRUE
"gear",76,"2025-02-14",23,23.411,0.5406,1e-05,TRUE,TRUE
"gear",77,"2025-02-15",65,65.333,0.5532,0,TRUE,TRUE
"gear",81,"2025-02-19",12,16.903,0.2848,9e-05,TRUE,TRUE
"gear",82,"2025-02-20",30,25.695,0.7081,0,TRUE,TRUE
"gear",83,"2025-02-21",18,19.179,0.4975,2e-05,TRUE,TRUE
"gear",84,"2025-02-22",28,34.969,0.3412,0,TRUE,TRUE
"gear",87,"2025-02-25",11,16.235,0.2618,0.00014,TRUE,TRUE
"gear",88,"2025-02-26",32,28.468,0.6753,0,TRUE,TRUE
"gear",89,"2025-02-27",32,31.702,0.5672,0,TRUE,TRUE
"gear",90,"2025-02-28",16,29.534,0.0986,0,FALSE,TRUE
"gear",91,"2025-03-01",105,93.155,0.6938,0,TRUE,TRUE
"gear",94,"2025-03-04",1,5.857,0.0305,0.0108,FALSE,TRUE
