"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,166530,147002,199364
"Dungeness_Kept","Expected_Catch",100846,100344,77893,137118
"Dungeness_Kept","Predictive_Catch",NA,100349,77965,137156
