"fit","divergences","treedepth_pct","C_sum_rhat","E_sum_rhat","C_sum_neff","E_sum_neff","max_gear_rhat","min_gear_neff","max_r_C_rhat","max_sigma_C_rhat","pass_convergence","method_selected","ar_resolution","divergence_fraction","impact_C_sd","impact_E_sd","distortion_C","distortion_E","pass_rhat","pass_neff","pass_div_fraction","pass_impact"
"shore_ring_net_only_Dungeness_Kept",19,0,0.9998,0.9997,9910,9929,0.9998,9910,0.9997,1.0002,TRUE,"BSS","biweekly",0.0024,9e-04,5e-04,0.0133,0.0317,TRUE,TRUE,TRUE,TRUE
"shore_all_gear_Dungeness_Kept",8,0,0.9998,0.9998,10212,10546,0.9998,10212,0.9999,1.0011,TRUE,"BSS","monthly",0.001,0,0,0.0252,0.0107,TRUE,TRUE,TRUE,TRUE
"private_boat_ring_net_only_Dungeness_Kept",24,0,1,1.0002,8008,8577,1,8008,0.9997,1.0002,TRUE,"BSS","biweekly",0.003,0,4e-04,0.0348,0.0711,TRUE,TRUE,TRUE,TRUE
"private_boat_all_gear_Dungeness_Kept",0,0,1.0002,1,9056,11715,1.0002,9056,0.9997,1.0003,TRUE,"BSS","monthly",0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
