"fit","n_obs","beta","beta_se","beta_lo95","beta_hi95","assumed_beta","hours_per_gear_median","saturation_flag","status"
"shore_all_gear_Dungeness_Kept",970,0.221005325604165,0.0478489597372619,0.127221364519131,0.314789286689198,1,3.5,TRUE,"estimated"
