"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-223.747653834867,6.18936028621143,5.90335331605126,0,-217.84
"catch",628,-1448.36620158213,21.6547942389948,6.12049345774829,0,-1442.25
