"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.35523662921755,0.407279544122697,1.29819801726346,0.728733279440661,2.3183516775291,0.024,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.715333262869574,0.166947414789207,0.745466281731025,0.312980989132309,0.944950369206603,0.627,FALSE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.0693666669644221,0.40759984731591,-0.0986237686236847,-0.762281239736657,0.753892673823,0.089,TRUE
"B1","normal(0, 1.0)",0,1,0.489871574321616,0.120831759258282,0.490249088963185,0.25383582995918,0.727488179281064,0.879,FALSE
"B2","normal(0, 1.0)",0,1,0.484114669696177,0.282493174832928,0.481270919629334,-0.05472380701655,1.04659953339854,0.718,FALSE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,2.75172753464666,0.92499140427998,2.76592703297071,0.831470190799696,4.58004383149865,0.538,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,1.08243767361267,0.216851602659344,1.09566466313866,0.639889867576716,1.45158718069149,0.892,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,0.984237090751142,0.308655305414427,0.925163947664503,0.558372883791971,1.74360347906542,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.38766276474313,0.18861043941731,0.367772099978829,0.0675634855686184,0.817275893245248,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.932941204731183,0.0628076365259747,0.93067483823421,0.817135958418692,1.06263915957898,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,0.798473986373297,0.0652102857235172,0.795439121157042,0.676528867824855,0.933884319419544,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,9.78315277170242,74.2998266377927,2.02033957840949,0.081731212599882,53.2060882446129,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,11.2830930759402,141.62076808864,2.00127065730186,0.088617254279361,47.1581933887787,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.119160238402464,0.172116727074043,-0.122084203594579,-0.449719190538908,0.228374623781892,0.828,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,3.56621450548432,0.162978784581742,3.56243173781991,3.25874407492828,3.8870630926035,0.933,FALSE
"tau_bar[1]","lognormal(log(3.030), 0.500)",3.43343981279248,1.82981861562897,2.9766153811881,0.353929549204118,2.96038617522664,2.33889659457649,3.72298889465922,0.807,FALSE
"sigma_f[1]","half-normal(0, 1.50)",1.1968268412043,0.90421541248363,0.694298243041321,0.280013510866047,0.644430348754626,0.307287528545224,1.38712852821916,0.69,FALSE
"cfi_kappa[1]","lognormal(log(20.0), 0.75)",26.4956951745773,23.0231378570145,28.1654028267785,21.4440015346529,22.1499788772441,7.08394502400801,84.8018620420244,0.069,TRUE
"sigma_c[1]","half-normal(0, 1.50)",1.1968268412043,0.90421541248363,1.1404905895688,0.522549217805912,1.04701507820837,0.407289706869845,2.40873010763383,0.422,TRUE
"cfc_kappa[1]","lognormal(log(20.0), 0.75)",26.4956951745773,23.0231378570145,18.7890012188045,19.1777464608402,13.0936142830333,2.68053151759691,68.9664891637639,0.167,TRUE
