"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.576923076923077,0.980769230769231,0.522785701721613,0.266146232661743,52,52
"catch",0.431528662420382,0.985668789808917,0.508180263654136,0.295293485049589,628,628
