"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",29107.869625,27024.2171124735,2418356.40290488,502.975,918,1295,1847.25,4692.075,8008.18997544987,0.999997471595849
"E_sum",535.256883887996,1.91250249997697,177.120904963966,274.709607829653,411.863559396043,508.073895291843,627.391467155898,956.576629621862,8577.00418358165,1.00021645696055
"C_sum_gear[1]",29107.869625,27024.2171124735,2418356.40290488,502.975,918,1295,1847.25,4692.075,8008.18997544987,0.999997471595849
"B1",0.74500995341314,0.00210686386311011,0.227806624310078,0.294993040340993,0.596977301402739,0.747426439612035,0.896890714907213,1.19269239278274,11691.2177368525,0.99979645594996
"B2",-0.00641470600001217,0.00841624258045701,0.997193555054516,-1.99060280642689,-0.673319579584987,-0.00793778608838122,0.670551944799718,1.91894351571517,14038.5559337166,0.999770835473709
"r_C_gear_out[1]",0.659216219317317,0.00296705419990915,0.300910857094737,0.257695553904458,0.448444114959402,0.59804793463022,0.812859006386798,1.39874702792401,10285.4845437188,0.999743404445161
"sigma_eps_C_gear_out[1]",0.569142000484045,0.0094879976433635,0.569712315016835,0.0191220923475469,0.190659221930772,0.410876380719169,0.752818267189599,2.05875544672766,3605.47159504258,1.0002427646997
"f_crab_out[1]",0.172918584110609,0.00099975935032719,0.0713751062112638,0.0559739475773575,0.120107390267989,0.164885036957347,0.218727940028133,0.32938881804168,5096.85860621045,0.999758585725334
"f_crab_out[2]",0.342485836710997,0.000869642438716537,0.0742726534750749,0.206113925127252,0.289680739490511,0.339821596151619,0.390957735677819,0.494939856723678,7294.179209468,0.999937736463622
"f_crab_out[3]",0.473974432841039,0.00180485055681615,0.146763620110479,0.215466134581709,0.364643060395515,0.467354805481983,0.575837968592845,0.775548453104956,6612.32719944022,0.99976792547708
"sigma_f_out",1.13584117313795,0.0107647827796612,0.691183028712742,0.131148428890977,0.631387255174207,1.00742321387226,1.50026426917559,2.79548285228186,4122.64168764018,0.999950008354258
"cfi_kappa_out",26.0514742283847,0.243090213730568,21.5614376917916,5.5201088905471,12.3551823037757,19.8682399507471,32.5088581245932,83.2145877502774,7867.20524583859,1.00015720405447
"combo_c_out[1]",0.624876824786881,0.00254489474982895,0.192317404614053,0.26533331122561,0.474820228638907,0.629910638352796,0.778173232233349,0.957112261680692,5710.80758022541,1.00110924264756
"combo_c_out[2]",0.421324674073421,0.0013906807630954,0.121707892852457,0.194038248196579,0.33474820503402,0.417971947802645,0.504370851750999,0.669299927488969,7659.18558064624,1.00010445108637
"combo_c_out[3]",0.16355419849501,0.00218357430535552,0.150401620636134,0.000135658724848305,0.0351255795173961,0.122345412112783,0.258864039120161,0.524173051475444,4744.26655264947,0.999801609108306
"sigma_c_out",1.51875700623246,0.0120285136913635,0.90889682233154,0.1105171490189,0.840641480964409,1.39542386857753,2.09134815100667,3.61047698293923,5709.59411848296,1.00035806278647
"cfc_kappa_out",26.6825144892259,0.249285844178936,22.2279604633187,5.03752361070048,12.6490859085741,20.5509669991745,33.3890303175795,85.2012850495098,7950.67490801194,1.00049426077926
