"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"gear",2,"2024-09-17",30,30.903,0.5555,0.00047,0.00126,TRUE,TRUE
"gear",3,"2024-09-18",29,30.903,0.532,0.00047,0.00126,TRUE,TRUE
"gear",4,"2024-09-19",55,30.903,0.905,0.00047,0.00126,FALSE,TRUE
"gear",5,"2024-09-20",29,30.903,0.532,0.00047,0.00126,TRUE,TRUE
"gear",6,"2024-09-21",48,63.012,0.3942,7e-05,0.00019,TRUE,TRUE
"gear",9,"2024-09-24",50,30.903,0.8672,0.00047,0.00126,FALSE,TRUE
"gear",10,"2024-09-25",13,30.903,0.1297,0.00047,0.00126,FALSE,TRUE
"gear",12,"2024-09-27",34,30.903,0.6422,0.00047,0.00126,TRUE,TRUE
"gear",13,"2024-09-28",79,63.012,0.7329,7e-05,0.00019,TRUE,TRUE
"gear",16,"2024-10-01",30,29.5,0.5868,0.00053,0.00142,TRUE,TRUE
"gear",18,"2024-10-03",45,29.5,0.8395,0.00053,0.00142,FALSE,TRUE
"gear",19,"2024-10-04",29,29.5,0.5632,0.00053,0.00142,TRUE,TRUE
"gear",20,"2024-10-05",72,60.081,0.703,8e-05,0.00021,TRUE,TRUE
"gear",23,"2024-10-08",30,29.5,0.5868,0.00053,0.00142,TRUE,TRUE
"gear",24,"2024-10-09",29,29.5,0.5632,0.00053,0.00142,TRUE,TRUE
"gear",26,"2024-10-11",14,29.5,0.1662,0.00053,0.00142,FALSE,TRUE
"gear",27,"2024-10-12",62,60.081,0.6003,8e-05,0.00021,TRUE,TRUE
"gear",28,"2024-10-13",64,60.081,0.6226,8e-05,0.00021,TRUE,TRUE
"gear",30,"2024-10-15",27,27.7,0.5561,0.00059,0.00161,TRUE,TRUE
"gear",31,"2024-10-16",37,27.7,0.7669,0.00059,0.00161,FALSE,TRUE
"gear",32,"2024-10-17",43,27.7,0.8485,0.00059,0.00161,FALSE,TRUE
"gear",33,"2024-10-18",39,27.7,0.7975,0.00059,0.00161,FALSE,TRUE
"gear",34,"2024-10-19",62,56.614,0.6426,9e-05,0.00025,TRUE,TRUE
"gear",36,"2024-10-21",29,27.7,0.606,0.00059,0.00161,TRUE,TRUE
"gear",37,"2024-10-22",25,27.7,0.5027,0.00059,0.00161,TRUE,TRUE
"gear",38,"2024-10-23",35,27.7,0.7326,0.00059,0.00161,TRUE,TRUE
"gear",39,"2024-10-24",24,27.7,0.4749,0.00059,0.00161,TRUE,TRUE
"gear",40,"2024-10-25",10,27.7,0.0933,0.00059,0.00161,FALSE,TRUE
"gear",41,"2024-10-26",36,56.614,0.2876,9e-05,0.00025,TRUE,TRUE
"gear",42,"2024-10-27",18,56.614,0.0651,9e-05,0.00025,FALSE,TRUE
"gear",45,"2024-10-30",18,25.933,0.3421,0.00073,0.00198,TRUE,TRUE
"gear",46,"2024-10-31",12,25.933,0.1621,0.00073,0.00198,FALSE,TRUE
"gear",47,"2024-11-01",33,25.933,0.7369,0.00073,0.00198,TRUE,TRUE
"gear",48,"2024-11-02",79,52.938,0.8304,0.00011,3e-04,FALSE,TRUE
"gear",51,"2024-11-05",8,25.933,0.0698,0.00073,0.00198,FALSE,TRUE
"gear",52,"2024-11-06",17,25.933,0.3106,0.00073,0.00198,TRUE,TRUE
"gear",53,"2024-11-07",25,25.933,0.5521,0.00073,0.00198,TRUE,TRUE
"gear",54,"2024-11-08",36,25.933,0.7882,0.00073,0.00198,FALSE,TRUE
"gear",55,"2024-11-09",22,52.938,0.1235,0.00011,3e-04,FALSE,TRUE
"gear",59,"2024-11-13",25,25.038,0.5768,0.00081,0.00221,TRUE,TRUE
"gear",60,"2024-11-14",43,25.038,0.8885,0.00081,0.00221,FALSE,TRUE
"gear",61,"2024-11-15",46,25.038,0.9126,0.00081,0.00221,FALSE,TRUE
"gear",62,"2024-11-16",57,51.203,0.6556,0.00013,0.00034,TRUE,TRUE
"gear",65,"2024-11-19",13,25.038,0.2052,0.00081,0.00221,FALSE,TRUE
