"param","median_bulk","median_div","smd","distortion_C","distortion_E"
"sigma_eps_E",1.36324206463812,1.96682301238087,0.931049888270124,0.034809471333922,0.0710948690524667
"phi_E",0.262013721205277,0.204588629202086,-0.478832732387612,0.034809471333922,0.0710948690524667
"sigma_r_E",0.454268512893493,0.56321427194236,0.340524713685363,0.034809471333922,0.0710948690524667
"r_C",0.59832685752263,0.544499860869949,-0.218496114257784,0.034809471333922,0.0710948690524667
"R_G",1.30362894175404,1.33603394480185,0.124132509669973,0.034809471333922,0.0710948690524667
"sigma_r_C",1.29279823727824,1.35522607619873,0.116154251098149,0.034809471333922,0.0710948690524667
"sigma_mu_E",2.0253153938475,3.1430656634541,0.102564203727547,0.034809471333922,0.0710948690524667
"phi_C",0.0488729934359017,0.188576917545077,0.0997655410573277,0.034809471333922,0.0710948690524667
"sigma_IE",0.139412158727415,0.182208215717173,0.088689388943449,0.034809471333922,0.0710948690524667
"r_E",4.84590320218779,3.1529027372684,-0.017960754949458,0.034809471333922,0.0710948690524667
"R_G_boat",2.94312498457357,2.96135225025329,-0.0131444571143924,0.034809471333922,0.0710948690524667
"sigma_eps_C",0.411595719760433,0.26075961580898,-0.0109436702948633,0.034809471333922,0.0710948690524667
"sigma_mu_C",2.00167026917849,1.6034117400613,0.00970567421704133,0.034809471333922,0.0710948690524667
