"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.578778135048232,0.954983922829582,0.508688674569906,0.2712834737495,311,311
"catch",0.456087219866747,0.984251968503937,0.498591349383858,0.281091608195897,1651,1651
