"data_type","day_index","event_date","observed","fitted_mean","pit","p_zero","p_one","in_50","in_95"
"trailer",2,"2024-09-17",5,4.42,0.6469,0.05666,0.10635,TRUE,TRUE
"trailer",3,"2024-09-18",9,4.42,0.9171,0.05666,0.10635,FALSE,TRUE
"trailer",4,"2024-09-19",3,4.42,0.3769,0.05666,0.10635,TRUE,TRUE
"trailer",5,"2024-09-20",1,4.42,0.1098,0.05666,0.10635,FALSE,TRUE
"trailer",5,"2024-09-20",0,4.42,0.0283,0.05666,0.10635,FALSE,TRUE
"trailer",9,"2024-09-24",3,4.42,0.3769,0.05666,0.10635,TRUE,TRUE
"trailer",12,"2024-09-27",5,4.42,0.6469,0.05666,0.10635,TRUE,TRUE
"trailer",13,"2024-09-28",12,9.355,0.7389,0.01439,0.0274,TRUE,TRUE
"trailer",16,"2024-10-01",7,3.614,0.8929,0.08296,0.14284,FALSE,TRUE
"trailer",18,"2024-10-03",4,3.614,0.6271,0.08296,0.14284,TRUE,TRUE
"trailer",19,"2024-10-04",5,3.614,0.7465,0.08296,0.14284,TRUE,TRUE
"trailer",20,"2024-10-05",12,7.622,0.8403,0.02197,0.041,FALSE,TRUE
"trailer",23,"2024-10-08",0,3.614,0.0415,0.08296,0.14284,FALSE,TRUE
"trailer",24,"2024-10-09",3,3.614,0.4772,0.08296,0.14284,TRUE,TRUE
"trailer",26,"2024-10-11",3,3.614,0.4772,0.08296,0.14284,TRUE,TRUE
"trailer",27,"2024-10-12",9,7.622,0.6765,0.02197,0.041,TRUE,TRUE
"trailer",28,"2024-10-13",7,7.622,0.5154,0.02197,0.041,TRUE,TRUE
"trailer",30,"2024-10-15",2,0.926,0.8387,0.44558,0.31924,FALSE,TRUE
"trailer",31,"2024-10-16",2,0.926,0.8387,0.44558,0.31924,FALSE,TRUE
"trailer",32,"2024-10-17",2,0.926,0.8387,0.44558,0.31924,FALSE,TRUE
"trailer",33,"2024-10-18",1,0.926,0.6052,0.44558,0.31924,TRUE,TRUE
"trailer",34,"2024-10-19",0,1.974,0.1106,0.22114,0.26461,FALSE,TRUE
"trailer",36,"2024-10-21",1,0.926,0.6052,0.44558,0.31924,TRUE,TRUE
"trailer",37,"2024-10-22",0,0.926,0.2228,0.44558,0.31924,FALSE,TRUE
"trailer",38,"2024-10-23",0,0.926,0.2228,0.44558,0.31924,FALSE,TRUE
"trailer",39,"2024-10-24",2,0.926,0.8387,0.44558,0.31924,FALSE,TRUE
"trailer",40,"2024-10-25",0,0.926,0.2228,0.44558,0.31924,FALSE,TRUE
"trailer",41,"2024-10-26",1,1.974,0.3534,0.22114,0.26461,TRUE,TRUE
"trailer",45,"2024-10-30",1,1.155,0.5427,0.38688,0.31167,TRUE,TRUE
"trailer",47,"2024-11-01",2,1.155,0.7825,0.38688,0.31167,FALSE,TRUE
"trailer",51,"2024-11-05",0,1.155,0.1934,0.38688,0.31167,FALSE,TRUE
"trailer",52,"2024-11-06",1,1.155,0.5427,0.38688,0.31167,TRUE,TRUE
"trailer",53,"2024-11-07",4,1.155,0.9588,0.38688,0.31167,FALSE,TRUE
"trailer",54,"2024-11-08",1,1.155,0.5427,0.38688,0.31167,TRUE,TRUE
"trailer",55,"2024-11-09",0,2.465,0.0904,0.18087,0.22915,FALSE,TRUE
"trailer",58,"2024-11-12",0,0.206,0.4166,0.83319,0.13611,TRUE,TRUE
"trailer",59,"2024-11-13",0,0.206,0.4166,0.83319,0.13611,TRUE,TRUE
"trailer",60,"2024-11-14",0,0.206,0.4166,0.83319,0.13611,TRUE,TRUE
"trailer",65,"2024-11-19",0,0.206,0.4166,0.83319,0.13611,TRUE,TRUE
"trailer",66,"2024-11-20",0,0.206,0.4166,0.83319,0.13611,TRUE,TRUE
"trailer",67,"2024-11-21",0,0.206,0.4166,0.83319,0.13611,TRUE,TRUE
"trailer",68,"2024-11-22",0,0.206,0.4166,0.83319,0.13611,TRUE,TRUE
"trailer",72,"2024-11-26",1,1.066,0.594,0.45013,0.28781,TRUE,TRUE
"trailer",76,"2024-11-30",2,2.227,0.5822,0.24612,0.2456,TRUE,TRUE
"osp",3,"2024-09-18",23,13.715,0.8407,0.02403,0.03226,FALSE,TRUE
"osp",4,"2024-09-19",11,13.155,0.5231,0.02535,0.03434,TRUE,TRUE
"osp",5,"2024-09-20",8,13.064,0.384,0.02564,0.03475,TRUE,TRUE
"osp",6,"2024-09-21",53,29.232,0.8715,0.0094,0.0116,FALSE,TRUE
"osp",7,"2024-09-22",58,29.19,0.8991,0.00935,0.0115,FALSE,TRUE
"osp",11,"2024-09-26",8,12.947,0.3878,0.02573,0.03505,TRUE,TRUE
"osp",12,"2024-09-27",5,12.789,0.2324,0.02621,0.03569,FALSE,TRUE
"osp",13,"2024-09-28",12,27.272,0.2533,0.01001,0.01259,TRUE,TRUE
"osp",14,"2024-09-29",18,27.662,0.402,0.00992,0.0124,TRUE,TRUE
"osp",15,"2024-09-30",18,11.277,0.8214,0.03215,0.04402,FALSE,TRUE
"osp",17,"2024-10-02",5,10.733,0.2975,0.03418,0.04724,TRUE,TRUE
"osp",20,"2024-10-05",31,23.248,0.7532,0.01234,0.01583,FALSE,TRUE
"osp",24,"2024-10-09",5,10.746,0.2972,0.03439,0.04735,TRUE,TRUE
"osp",26,"2024-10-11",3,10.704,0.1702,0.03453,0.04762,FALSE,TRUE
"osp",28,"2024-10-13",9,22.399,0.236,0.01297,0.01686,FALSE,TRUE
"osp",29,"2024-10-14",4,2.83,0.747,0.19474,0.20527,TRUE,TRUE
"osp",30,"2024-10-15",5,2.865,0.8222,0.19144,0.20348,FALSE,TRUE
"osp",34,"2024-10-19",0,5.745,0.0441,0.08823,0.11117,FALSE,TRUE
"catch",2,"2024-09-17",0,6.687,0.1368,0.27352,0.13211,FALSE,TRUE
"catch",6,"2024-09-21",6,5.232,0.7639,0.31937,0.15016,FALSE,TRUE
"catch",12,"2024-09-27",0,4.458,0.1658,0.33153,0.15388,FALSE,TRUE
"catch",18,"2024-10-03",6,8.272,0.6277,0.23193,0.11607,TRUE,TRUE
"catch",20,"2024-10-05",15,9.968,0.8185,0.22437,0.11232,FALSE,TRUE
"catch",26,"2024-10-11",6,2.757,0.8685,0.39388,0.17737,FALSE,TRUE
"catch",27,"2024-10-12",0,13.291,0.0971,0.19422,0.09754,FALSE,TRUE
"catch",27,"2024-10-12",0,9.968,0.1122,0.22437,0.11232,FALSE,TRUE
"catch",28,"2024-10-13",8,9.968,0.6767,0.22437,0.11232,TRUE,TRUE
"catch",32,"2024-10-17",1,5.05,0.369,0.29681,0.14446,TRUE,TRUE
"catch",32,"2024-10-17",4,10.099,0.4856,0.21045,0.10544,TRUE,TRUE
"catch",32,"2024-10-17",4,5.05,0.6493,0.29681,0.14446,TRUE,TRUE
"catch",39,"2024-10-24",12,7.575,0.8143,0.243,0.12108,FALSE,TRUE
"catch",45,"2024-10-30",12,11.26,0.7193,0.19681,0.09827,TRUE,TRUE
"catch",52,"2024-11-06",0,11.26,0.0984,0.19681,0.09827,FALSE,TRUE
"catch",53,"2024-11-07",24,14.075,0.8296,0.17609,0.08761,FALSE,TRUE
"catch",54,"2024-11-08",6,5.63,0.7172,0.27783,0.13654,TRUE,TRUE
"catch",54,"2024-11-08",6,5.63,0.7172,0.27783,0.13654,TRUE,TRUE
