"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.300), 0.300)",1.35983621788133,0.417304210635423,1.3620243894328,0.417671262535995,1.30362894175404,0.735258616717086,2.33486431807036,-0.001,TRUE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.237464611379867,0.362577687995047,0.261959546115528,-0.511346408190995,0.839811638820256,0.189,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0438460462384133,0.430577314169156,0.0492090562999983,-0.767236407609537,0.80802610047041,0.037,TRUE
"B1","normal(0, 1.0)",0,1,0.74500995341314,0.227806624310078,0.747426439612035,0.294993040340993,1.19269239278274,0.772,FALSE
"B2","normal(0, 1.0)",0,1,-0.00641470600001217,0.997193555054516,-0.00793778608838122,-1.99060280642689,1.91894351571517,0.003,TRUE
"mu_mu_E[1]","normal(2.303, 2.0)",2.30258509299405,2,1.39443809093433,0.901638967470879,1.35195597926697,-0.373085186303795,3.38783588827467,0.549,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.685680741363122,0.62023918780175,0.715357266581417,-0.693196864812252,1.81570203170602,0.69,FALSE
"sigma_eps_E","half-cauchy(0, 2.0)",NA,NA,1.54598822987242,0.772719564074009,1.364908591513,0.601241379251122,3.56402507215884,NA,FALSE
"sigma_eps_C","half-cauchy(0, 2.0)",NA,NA,0.569142000484045,0.569712315016835,0.410876380719169,0.0191220923475469,2.05875544672766,NA,FALSE
"sigma_r_E","half-cauchy(0, 2.0)",NA,NA,0.456940964669891,0.204897119904214,0.454571717544517,0.0700962400831291,0.873782412971444,NA,FALSE
"sigma_r_C","half-cauchy(0, 2.0)",NA,NA,1.3225872593196,0.292516595915763,1.29309967538511,0.845532708842259,1.96991069131672,NA,FALSE
"sigma_mu_E","half-cauchy(0, 2.0)",NA,NA,9.98905506452093,138.113742243086,2.02713399280542,0.0879580121563646,47.6505369990643,NA,FALSE
"sigma_mu_C","half-cauchy(0, 2.0)",NA,NA,10.72189368031,93.9189174498966,1.99946064323373,0.0675159934943236,54.4886997121049,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,0.093628945828824,0.63401371568852,0.0736105008072642,-1.10362187820891,1.39035608471799,0.366,TRUE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,2.96272363234853,0.387360307521257,2.94312498457357,2.25999607074223,3.77169802116444,0.84,FALSE
"tau_bar[1]","lognormal(log(3.030), 0.500)",3.43343981279248,1.82981861562897,3.01435176538213,0.690983063581558,2.925133090536,1.90862113799048,4.59202878323663,0.622,FALSE
"sigma_f[1]","half-normal(0, 1.50)",1.1968268412043,0.90421541248363,1.13584117313795,0.691183028712742,1.00742321387226,0.131148428890977,2.79548285228186,0.236,TRUE
"cfi_kappa[1]","lognormal(log(20.0), 0.75)",26.4956951745773,23.0231378570145,26.0514742283847,21.5614376917916,19.8682399507471,5.5201088905471,83.2145877502774,0.063,TRUE
"sigma_c[1]","half-normal(0, 1.50)",1.1968268412043,0.90421541248363,1.51875700623246,0.90889682233154,1.39542386857753,0.1105171490189,3.61047698293923,-0.005,TRUE
"cfc_kappa[1]","lognormal(log(20.0), 0.75)",26.4956951745773,23.0231378570145,26.6825144892259,22.2279604633187,20.5509669991745,5.03752361070048,85.2012850495098,0.035,TRUE
