"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"gear",52,-228.433951191149,5.79188600560863,5.64935519509587,0,-222.78
"catch",627,-1448.58820470316,21.7423363942899,5.98996288386713,0,-1442.6
