"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-09-16","2024-09-29",14,0.0266866676700957,-0.334250467382872,0.474293597228723,-0.0405324527374109,-0.270702877993499,0.159947495301074
2,"2024-09-30","2024-10-13",14,0.0161835662594189,-0.352011511822002,0.451725276241142,0.0620639417028477,-0.140043021725498,0.295856026335824
3,"2024-10-14","2024-10-27",14,-0.000951296004183816,-0.468853911787191,0.473870145195711,-0.072037477104873,-0.303255877590537,0.119532062772681
4,"2024-10-28","2024-11-10",14,-0.0388149495280786,-0.619170793418356,0.32761691324003,0.0748643520844204,-0.143923831286558,0.298222869376224
5,"2024-11-11","2024-11-24",14,-0.102751419584023,-0.716226395969449,0.179804792646656,-0.126192905002146,-0.386797926615076,0.0635711432283295
6,"2024-11-25","2024-11-30",6,0.0710607001559032,-0.257118112421449,0.671411936538049,0.113680313692641,-0.0770612406756763,0.363077487800518
