"chain","n_iter","divergent","mean_accept_stat","mean_treedepth","max_treedepth","mean_n_leapfrog","mean_stepsize","ebfmi","ebfmi_low_flag"
1,2000,3,0.968584530056727,5.929,6,61.721,0.0883893501810316,0.906564329937365,FALSE
2,2000,71,0.908317400396996,4.8825,5,29.9775,0.113814691685544,0.894072137513413,FALSE
3,2000,15,0.928477406630705,4.9895,5,30.907,0.130862292854555,0.93379525816643,FALSE
4,2000,8,0.934563698995818,4.9955,5,30.9915,0.115019079331789,0.958188961750298,FALSE
