"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.565916398713826,0.951768488745981,0.503480707395498,0.277846200112431,311,311
"catch",0.733778047301395,0.983020012128563,0.498204972710734,0.282274639570319,1649,1649
