"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",6612.364375,11.5862349980161,715.30150610525,5354.975,6111,6567,7065,8127.025,3811.47971950166,1.0021127126354
"E_sum",5034.89388653431,9.07879414761337,500.222391058103,4149.96464045004,4678.99435040356,4996.12878990311,5351.80864400274,6109.9656086348,3035.77735840783,1.00242556771816
"C_sum_gear[1]",6612.364375,11.5862349980161,715.30150610525,5354.975,6111,6567,7065,8127.025,3811.47971950166,1.0021127126354
"B1",0.487053541655413,0.00257128139970371,0.166334380377051,0.163344195012983,0.375523809251899,0.484692185965183,0.600214873625619,0.809849114978063,4184.70485658201,1.00164814554274
"B2",0.0472340178029379,0.00612025146969828,0.547021272839254,-0.963727245651672,-0.331816649187486,0.0273523147623874,0.393428753410057,1.19348684275724,7988.5856842931,0.999751564536892
"r_C_gear_out[1]",1.68601333173083,0.00172850994918947,0.172690308618436,1.37757040808581,1.56497429205793,1.67445639962797,1.79631093915209,2.05369498742527,9981.41617735814,1.00066298224176
"sigma_eps_C_gear_out[1]",0.141123500088143,0.00250720348707797,0.103027967497582,0.0179039562782414,0.0731508294155646,0.11726186945185,0.182423999827719,0.399764241049325,1688.61677096485,1.00253568647292
