"data_type","day_index","event_date","observed","fitted_mean","pit","in_50","in_95"
"gear",2,"2024-09-17",30,31.171,0.5605,TRUE,TRUE
"gear",3,"2024-09-18",29,31.171,0.5391,TRUE,TRUE
"gear",4,"2024-09-19",55,31.171,0.8879,FALSE,TRUE
"gear",5,"2024-09-20",29,51.127,0.2632,TRUE,TRUE
"gear",6,"2024-09-21",48,51.127,0.5461,TRUE,TRUE
"gear",9,"2024-09-24",50,31.171,0.85,FALSE,TRUE
"gear",10,"2024-09-25",13,31.171,0.1566,FALSE,TRUE
"gear",12,"2024-09-27",34,51.127,0.3408,TRUE,TRUE
"gear",13,"2024-09-28",79,51.127,0.8359,FALSE,TRUE
"gear",16,"2024-10-01",30,30.451,0.5743,TRUE,TRUE
"gear",18,"2024-10-03",45,30.451,0.8121,FALSE,TRUE
"gear",19,"2024-10-04",29,49.894,0.2727,TRUE,TRUE
"gear",20,"2024-10-05",72,49.894,0.8029,FALSE,TRUE
"gear",23,"2024-10-08",30,30.451,0.5743,TRUE,TRUE
"gear",24,"2024-10-09",29,30.451,0.5529,TRUE,TRUE
"gear",26,"2024-10-11",14,49.894,0.0689,FALSE,TRUE
"gear",27,"2024-10-12",62,49.894,0.7204,TRUE,TRUE
"gear",28,"2024-10-13",64,49.894,0.7389,TRUE,TRUE
"gear",30,"2024-10-15",27,29.349,0.5306,TRUE,TRUE
"gear",31,"2024-10-16",37,29.349,0.7268,TRUE,TRUE
"gear",32,"2024-10-17",43,29.349,0.8084,FALSE,TRUE
"gear",33,"2024-10-18",39,48.275,0.4527,TRUE,TRUE
"gear",34,"2024-10-19",62,48.275,0.7412,TRUE,TRUE
"gear",36,"2024-10-21",29,29.349,0.576,TRUE,TRUE
"gear",37,"2024-10-22",25,29.349,0.4826,TRUE,TRUE
"gear",38,"2024-10-23",35,29.349,0.6937,TRUE,TRUE
"gear",39,"2024-10-24",24,29.349,0.4577,TRUE,TRUE
"gear",40,"2024-10-25",10,48.275,0.0371,FALSE,TRUE
"gear",41,"2024-10-26",36,48.275,0.4049,TRUE,TRUE
"gear",42,"2024-10-27",18,48.275,0.1218,FALSE,TRUE
"gear",45,"2024-10-30",18,27.242,0.3441,TRUE,TRUE
"gear",46,"2024-10-31",12,27.242,0.1768,FALSE,TRUE
"gear",47,"2024-11-01",33,44.662,0.4026,TRUE,TRUE
"gear",48,"2024-11-02",79,44.662,0.8893,FALSE,TRUE
"gear",51,"2024-11-05",8,27.242,0.0841,FALSE,TRUE
"gear",52,"2024-11-06",17,27.242,0.3156,TRUE,TRUE
"gear",53,"2024-11-07",25,27.242,0.5335,TRUE,TRUE
"gear",54,"2024-11-08",36,44.662,0.454,TRUE,TRUE
"gear",55,"2024-11-09",22,44.662,0.2088,FALSE,TRUE
"gear",59,"2024-11-13",25,25.307,0.5809,TRUE,TRUE
"gear",60,"2024-11-14",43,25.307,0.87,FALSE,TRUE
"gear",61,"2024-11-15",46,41.441,0.6544,TRUE,TRUE
"gear",62,"2024-11-16",57,41.441,0.7773,FALSE,TRUE
"gear",65,"2024-11-19",13,25.307,0.2351,FALSE,TRUE
"gear",66,"2024-11-20",0,25.307,9e-04,FALSE,FALSE
"gear",67,"2024-11-21",15,25.307,0.2956,TRUE,TRUE
"gear",68,"2024-11-22",6,41.441,0.0195,FALSE,FALSE
"gear",69,"2024-11-23",23,41.441,0.2602,TRUE,TRUE
"gear",72,"2024-11-26",26,34.095,0.431,TRUE,TRUE
"gear",73,"2024-11-27",33,34.095,0.5741,TRUE,TRUE
"gear",75,"2024-11-29",51,64.275,0.5338,TRUE,TRUE
"gear",76,"2024-11-30",123,55.836,0.9466,FALSE,TRUE
"catch",2,"2024-09-17",3,5.615,0.3634,TRUE,TRUE
"catch",2,"2024-09-17",27,15.442,0.8443,FALSE,TRUE
"catch",2,"2024-09-17",0,2.808,0.0968,FALSE,TRUE
"catch",2,"2024-09-17",1,2.808,0.2947,TRUE,TRUE
"catch",3,"2024-09-18",0,2.808,0.0968,FALSE,TRUE
"catch",3,"2024-09-18",3,2.808,0.6291,TRUE,TRUE
"catch",3,"2024-09-18",0,2.808,0.0968,FALSE,TRUE
"catch",3,"2024-09-18",12,5.615,0.8947,FALSE,TRUE
"catch",4,"2024-09-19",0,2.808,0.0968,FALSE,TRUE
"catch",4,"2024-09-19",5,2.808,0.8215,FALSE,TRUE
"catch",4,"2024-09-19",0,2.808,0.0968,FALSE,TRUE
"catch",5,"2024-09-20",11,11.434,0.5864,TRUE,TRUE
"catch",5,"2024-09-20",2,2.287,0.5544,TRUE,TRUE
"catch",5,"2024-09-20",1,2.287,0.3519,TRUE,TRUE
"catch",5,"2024-09-20",6,3.43,0.8211,FALSE,TRUE
"catch",5,"2024-09-20",0,3.43,0.0778,FALSE,TRUE
"catch",5,"2024-09-20",6,3.43,0.8211,FALSE,TRUE
"catch",5,"2024-09-20",0,2.287,0.1188,FALSE,TRUE
"catch",6,"2024-09-21",11,3.43,0.9665,FALSE,TRUE
"catch",6,"2024-09-21",2,2.287,0.5544,TRUE,TRUE
"catch",6,"2024-09-21",6,5.717,0.6246,TRUE,TRUE
"catch",6,"2024-09-21",3,2.287,0.7047,TRUE,TRUE
"catch",6,"2024-09-21",0,1.143,0.2096,FALSE,TRUE
"catch",6,"2024-09-21",1,2.287,0.3519,TRUE,TRUE
"catch",6,"2024-09-21",1,1.143,0.5612,TRUE,TRUE
"catch",6,"2024-09-21",0,1.143,0.2096,FALSE,TRUE
"catch",6,"2024-09-21",3,4.574,0.4384,TRUE,TRUE
"catch",6,"2024-09-21",4,4.574,0.5484,TRUE,TRUE
"catch",6,"2024-09-21",3,4.574,0.4384,TRUE,TRUE
"catch",6,"2024-09-21",0,1.143,0.2096,FALSE,TRUE
"catch",6,"2024-09-21",5,3.43,0.7541,FALSE,TRUE
