"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,166555,146934,199405
"Dungeness_Kept","Expected_Catch",100846,100439,77897,136704
"Dungeness_Kept","Predictive_Catch",NA,100462,77869,136819
