"Month","BSS_Catch_median","BSS_Catch_lo95","BSS_Catch_hi95","BSS_Effort_median","BSS_Effort_lo95","BSS_Effort_hi95"
"2024-09",3410,3105,3951,6194,5749,7006
"2024-10",6071,5577,6752,10987,10254,11993
"2024-11",3413,2836,4192,5636,4821,6735
"2024-12",10170,9338,11411,6564,5477,8053
"2025-01",7479,6886,8672,5891,4806,7475
"2025-02",1827,1487,2358,3554,2801,4676
"2025-03",1983,1469,2879,5074,4096,6571
"2025-04",4698,3285,7635,9882,7770,13158
"2025-05",6027,4109,12328,11045,8577,18582
"2025-06",9038,3970,30068,15448,8414,46402
"2025-07",26406,12386,71411,41036,25643,94591
"2025-08",22306,13425,39661,35338,27599,52543
"2025-09",10346,5091,18942,16063,12313,25114
