"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",303245,178784,152885,243603
"Dungeness_Kept","Expected_Catch",100846,118424,87784,176739
"Dungeness_Kept","Predictive_Catch",NA,118345,87877,176673
