"event_date","n_surveys","first_check_in","last_check_out","hours_in_port","return_share_covered","arrival_share_covered"
2024-09-17,2,10.8833333333333,15.1166666666667,4.23333333333334,0.575,0.322884012539185
2024-09-18,2,7.76666666666667,13,5.23333333333333,0.534375,0.642633228840125
2024-09-19,2,8.28333333333333,14,5.71666666666667,0.6625,0.605015673981191
2024-09-20,2,10.0666666666667,18.7,8.63333333333333,0.859375,0.438871473354232
2024-09-21,1,11.0166666666667,17.25,6.23333333333333,0.696875,0.338557993730408
2024-09-24,2,9.41666666666667,16.9333333333333,7.51666666666666,0.89375,0.5141065830721
2024-09-25,1,9.83333333333333,15.9,6.06666666666667,0.74375,0.435736677115987
2024-09-27,2,9.83333333333333,16,6.16666666666667,0.753125,0.445141065830721
2024-09-28,2,9.75,16.0333333333333,6.28333333333333,0.775,0.470219435736677
2024-10-01,2,9.83333333333333,15.8333333333333,6,0.74375,0.435736677115987
2024-10-03,2,9.76666666666667,16,6.23333333333333,0.753125,0.445141065830721
2024-10-04,2,9.76666666666667,16.0333333333333,6.26666666666666,0.753125,0.445141065830721
2024-10-05,2,9.73333333333333,16.0666666666667,6.33333333333334,0.775,0.470219435736677
2024-10-08,2,9.63333333333333,16.4666666666667,6.83333333333334,0.8,0.473354231974922
2024-10-09,2,9.7,16.0833333333333,6.38333333333333,0.775,0.470219435736677
2024-10-11,1,8.75,14.5333333333333,5.78333333333333,0.715625,0.595611285266458
2024-10-12,1,9.38333333333333,15.4,6.01666666666667,0.75,0.479623824451411
2024-10-13,1,11.25,14.7833333333333,3.53333333333333,0.484375,0.288401253918495
2024-10-15,2,9.76666666666667,16,6.23333333333333,0.753125,0.445141065830721
2024-10-16,2,9.75,15.8333333333333,6.08333333333333,0.765625,0.460815047021944
2024-10-17,2,10.0833333333333,16.1833333333333,6.1,0.734375,0.41692789968652
2024-10-18,2,9.78333333333333,15.8333333333333,6.05,0.74375,0.435736677115987
2024-10-19,2,9.81666666666667,15.8333333333333,6.01666666666666,0.74375,0.435736677115987
2024-10-21,1,7.58333333333333,18.3,10.7166666666667,0.9875,0.893416927899687
2024-10-22,2,9.78333333333333,15.7666666666667,5.98333333333334,0.74375,0.435736677115987
2024-10-23,2,9.71666666666667,15.85,6.13333333333333,0.765625,0.460815047021944
2024-10-24,2,9.7,16.0333333333333,6.33333333333333,0.775,0.470219435736677
2024-10-25,1,8.85,14.7166666666667,5.86666666666667,0.696875,0.561128526645768
2024-10-26,2,9.3,15.6833333333333,6.38333333333333,0.78125,0.4858934169279
2024-10-27,1,9.91666666666667,16.0333333333333,6.11666666666667,0.753125,0.445141065830721
2024-10-30,2,9.71666666666667,15.9833333333333,6.26666666666666,0.765625,0.460815047021944
2024-10-31,1,9.76666666666667,16.05,6.28333333333333,0.753125,0.445141065830721
2024-11-01,2,9.83333333333333,16.3166666666667,6.48333333333334,0.778125,0.448275862068966
2024-11-02,1,10.0333333333333,15.8333333333333,5.8,0.725,0.407523510971787
2024-11-05,2,9.6,16.15,6.55,0.775,0.470219435736677
2024-11-06,2,9.71666666666667,15.75,6.03333333333333,0.765625,0.460815047021944
2024-11-07,2,10.1666666666667,16.1666666666667,6,0.734375,0.41692789968652
2024-11-08,2,9.73333333333333,16,6.26666666666667,0.775,0.470219435736677
2024-11-09,2,7.78333333333333,16.8,9.01666666666667,0.953125,0.783699059561129
2024-11-12,1,8.91666666666667,10.5833333333333,1.66666666666666,0.171875,0.247648902821317
2024-11-13,2,9.7,15.6666666666667,5.96666666666667,0.753125,0.454545454545455
2024-11-14,2,9.9,15.9333333333333,6.03333333333333,0.74375,0.435736677115987
2024-11-15,1,9.85,15.7833333333333,5.93333333333333,0.74375,0.435736677115987
2024-11-16,1,9.83333333333333,15.7833333333333,5.95,0.74375,0.435736677115987
2024-11-19,2,8.75,14.0666666666667,5.31666666666667,0.659375,0.579937304075235
2024-11-20,1,9.28333333333333,12.25,2.96666666666667,0.378125,0.313479623824451
2024-11-21,1,12.5833333333333,16.75,4.16666666666667,0.490625,0.178683385579937
2024-11-22,1,9.8,16.1833333333333,6.38333333333333,0.753125,0.445141065830721
2024-11-23,1,9.55,15.55,6,0.753125,0.454545454545455
2024-11-26,2,8.85,15.0666666666667,6.21666666666667,0.765625,0.586206896551724
2024-11-27,1,9.3,15.3333333333333,6.03333333333333,0.75,0.479623824451411
2024-11-29,1,9.55,15.65,6.1,0.753125,0.454545454545455
2024-11-30,1,9.7,16.2166666666667,6.51666666666667,0.775,0.470219435736677
2024-12-01,1,9.93333333333333,15.6666666666667,5.73333333333334,0.73125,0.429467084639498
2024-12-02,1,9.98333333333333,14.9166666666667,4.93333333333334,0.640625,0.407523510971787
2024-12-03,2,9.66666666666667,16.2,6.53333333333333,0.775,0.470219435736677
2024-12-04,2,9.76666666666667,15.8833333333333,6.11666666666666,0.74375,0.435736677115987
2024-12-05,2,9.78333333333333,16.05,6.26666666666667,0.753125,0.445141065830721
2024-12-06,2,7.71666666666667,16.65,8.93333333333333,0.9125,0.880877742946709
2024-12-07,2,9.7,15.95,6.25,0.765625,0.460815047021944
2024-12-10,2,10.3833333333333,16.0333333333333,5.65,0.7,0.394984326018809
2024-12-11,2,8.68333333333333,16.1833333333333,7.5,0.85625,0.64576802507837
2024-12-12,2,9.25,15.35,6.1,0.76875,0.529780564263323
2024-12-13,2,9.76666666666667,15.85,6.08333333333333,0.74375,0.435736677115987
2024-12-14,2,9.75,15.9,6.15,0.765625,0.460815047021944
2024-12-15,1,9.83333333333333,15.8833333333333,6.05,0.74375,0.435736677115987
2024-12-18,2,9.25,16.0833333333333,6.83333333333333,0.821875,0.551724137931034
2024-12-20,2,9,16.5666666666667,7.56666666666667,0.8875,0.617554858934169
2024-12-21,2,9.8,16.1166666666667,6.31666666666667,0.753125,0.445141065830721
2024-12-22,1,9.68333333333333,15.8333333333333,6.15,0.765625,0.460815047021944
2024-12-23,1,9.01666666666667,12.4666666666667,3.45,0.396875,0.363636363636364
2024-12-24,1,11.9666666666667,15.0666666666667,3.1,0.4,0.216300940438871
2024-12-26,2,8.58333333333333,14.6666666666667,6.08333333333334,0.715625,0.595611285266458
2024-12-27,2,9.23333333333333,15.3166666666667,6.08333333333334,0.76875,0.529780564263323
2024-12-28,1,9.7,15.7333333333333,6.03333333333333,0.753125,0.454545454545455
2024-12-31,2,9.78333333333333,15.9166666666667,6.13333333333334,0.74375,0.435736677115987
2025-01-01,1,9.75,15.8,6.05,0.765625,0.460815047021944
2025-01-02,2,9.68333333333333,16.0166666666667,6.33333333333334,0.775,0.470219435736677
2025-01-03,2,9.26666666666667,16.1833333333333,6.91666666666666,0.803125,0.501567398119122
2025-01-04,2,9.5,15.7166666666667,6.21666666666667,0.78125,0.4858934169279
2025-01-07,2,9.78333333333333,15.8333333333333,6.05,0.74375,0.435736677115987
2025-01-08,2,9.7,15.85,6.15,0.765625,0.460815047021944
2025-01-09,1,8.38333333333333,14.25,5.86666666666667,0.690625,0.614420062695925
2025-01-10,1,8.73333333333333,14.65,5.91666666666667,0.715625,0.595611285266458
2025-01-11,2,8.78333333333333,17.7666666666667,8.98333333333334,0.946875,0.623824451410658
2025-01-14,2,8.96666666666667,14.05,5.08333333333333,0.640625,0.545454545454545
2025-01-16,1,8.7,14.7166666666667,6.01666666666667,0.715625,0.595611285266458
2025-01-17,2,9.33333333333333,15.0666666666667,5.73333333333334,0.73125,0.476489028213166
2025-01-18,2,9.46666666666667,16.3333333333333,6.86666666666666,0.828125,0.504702194357367
2025-01-21,1,9.55,16.4,6.85,0.8,0.473354231974922
2025-01-22,2,7.75,16.5,8.75,0.9125,0.880877742946709
2025-01-23,2,9.86666666666667,15.9166666666667,6.05,0.74375,0.435736677115987
2025-01-24,2,7.68333333333333,13.8333333333333,6.15,0.640625,0.789968652037618
2025-01-25,2,8.9,14.9666666666667,6.06666666666667,0.725,0.573667711598746
2025-01-29,2,9.76666666666667,16.0666666666667,6.3,0.753125,0.445141065830721
2025-01-30,2,10,16.2333333333333,6.23333333333333,0.753125,0.445141065830721
2025-01-31,2,9.83333333333333,16,6.16666666666667,0.753125,0.445141065830721
2025-02-01,2,9.2,15.3666666666667,6.16666666666667,0.76875,0.529780564263323
2025-02-05,2,11.0333333333333,16,4.96666666666667,0.596875,0.326018808777429
2025-02-06,2,9.7,15.8666666666667,6.16666666666667,0.765625,0.460815047021944
2025-02-07,2,9.5,15.8333333333333,6.33333333333333,0.79375,0.492163009404389
2025-02-08,2,8.53333333333333,15.65,7.11666666666667,0.834375,0.630094043887147
2025-02-11,2,7.46666666666667,15.8833333333333,8.41666666666666,0.853125,0.931034482758621
2025-02-12,1,10.8333333333333,15.6166666666667,4.78333333333334,0.625,0.332288401253919
2025-02-14,2,9.91666666666667,15.75,5.83333333333333,0.74375,0.435736677115987
2025-02-15,1,9.78333333333333,15.8333333333333,6.05,0.74375,0.435736677115987
2025-02-19,1,10,15.8333333333333,5.83333333333333,0.74375,0.435736677115987
2025-02-20,2,9.6,16,6.4,0.775,0.470219435736677
2025-02-21,2,9.73333333333333,15.8333333333333,6.1,0.765625,0.460815047021944
2025-02-22,1,9.91666666666667,14.7666666666667,4.85,0.640625,0.407523510971787
2025-02-25,1,10.4,14.8333333333333,4.43333333333333,0.5875,0.357366771159875
2025-02-26,1,10.1666666666667,15.8166666666667,5.65,0.725,0.407523510971787
2025-02-27,1,9.98333333333333,14.6666666666667,4.68333333333334,0.6125,0.394984326018809
2025-02-28,1,7.75,17,9.25,0.95625,0.887147335423197
2025-03-01,1,9.96666666666667,16.1,6.13333333333333,0.753125,0.445141065830721
2025-03-04,2,10.0833333333333,15.85,5.76666666666667,0.725,0.407523510971787
2025-03-05,2,9.7,16.25,6.55,0.8,0.473354231974922
2025-03-06,1,9.91666666666667,16.0166666666667,6.1,0.753125,0.445141065830721
2025-03-07,1,9.71666666666667,15.75,6.03333333333333,0.765625,0.460815047021944
2025-03-08,1,9.83333333333333,16.0333333333333,6.2,0.753125,0.445141065830721
2025-03-11,1,9.93333333333333,15.5,5.56666666666667,0.73125,0.429467084639498
2025-03-12,1,9.71666666666667,15.75,6.03333333333333,0.765625,0.460815047021944
2025-03-14,1,9.66666666666667,15.4666666666667,5.8,0.721875,0.448275862068966
2025-03-15,1,9.66666666666667,16.5666666666667,6.9,0.825,0.476489028213166
2025-03-18,1,9.78333333333333,15.9666666666667,6.18333333333334,0.74375,0.435736677115987
2025-03-19,1,9.95,15.0666666666667,5.11666666666667,0.68125,0.420062695924765
2025-03-20,1,9.8,13.4833333333333,3.68333333333333,0.459375,0.326018808777429
2025-03-21,1,9.81666666666667,15.8333333333333,6.01666666666666,0.74375,0.435736677115987
2025-03-22,2,8.45,15.8166666666667,7.18333333333334,0.85,0.661442006269592
2025-03-23,1,8.81666666666667,9.75,0.933333333333334,0.084375,0.166144200626959
2025-03-25,2,9.71666666666667,15.9,6.18333333333333,0.765625,0.460815047021944
2025-03-27,1,9.75,15.7833333333333,6.03333333333333,0.765625,0.460815047021944
2025-03-28,1,9.68333333333333,14.9666666666667,5.28333333333334,0.6625,0.432601880877743
2025-03-29,1,9.75,15.8,6.05,0.765625,0.460815047021944
2025-04-01,1,9.65,15.7833333333333,6.13333333333333,0.765625,0.460815047021944
2025-04-02,1,9.75,15.75,6,0.765625,0.460815047021944
2025-04-03,1,9.73333333333333,15.7833333333333,6.05,0.765625,0.460815047021944
2025-04-04,2,9.71666666666667,15.8333333333333,6.11666666666666,0.765625,0.460815047021944
2025-04-05,1,9.66666666666667,16.0666666666667,6.4,0.775,0.470219435736677
2025-04-10,1,10.1833333333333,16.1833333333333,6,0.734375,0.41692789968652
2025-04-11,1,9.76666666666667,15.5833333333333,5.81666666666666,0.73125,0.429467084639498
2025-04-15,1,9.91666666666667,15.8666666666667,5.95,0.74375,0.435736677115987
2025-04-19,4,10,16.6166666666667,6.61666666666667,0.803125,0.45141065830721
2025-04-23,1,9.83333333333333,14.85,5.01666666666667,0.640625,0.407523510971787
2025-04-24,1,9.55,16.4,6.85,0.8,0.473354231974922
