"fit","n_obs","h_min","h_median","h_max","cpue_ratio_of_sums","cpue_model_implied","cpue_mean_of_ratios","model_position_0rs_1mor","estimator_drift_flag","effort_unit","implied_catch_per_day"
"private_boat_all_gear_Dungeness_Kept",130,1,4,7,3.27645788336933,3.36303145485331,3.47054945054945,0.446044991762244,TRUE,"gear-deployments",196.558718158629
