"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"C_sum",57593.6113,95.638986794371,9897.91078295814,40227.725,50783,56822.5,63812.25,78645.825,10710.6822814094,0.999774465753617
"E_sum",17005.2512310485,22.6810434221786,2371.66062074273,12657.7009788845,15367.8477482702,16891.1502346687,18563.6122841582,21873.8791946966,10933.9988809025,0.999840537817563
"C_sum_gear[1]",57593.6113,95.638986794371,9897.91078295814,40227.725,50783,56822.5,63812.25,78645.825,10710.6822814094,0.999774465753617
"B1",0.550657782360617,0.00208661818064828,0.134637406686624,0.292164938739045,0.45873157189659,0.54942103386524,0.6428411587897,0.817300209913012,4163.37472803695,0.999977716886613
"B2",0.361786887173765,0.00461111084195513,0.324609654501875,-0.26469982486399,0.143532927987277,0.355688123893332,0.577232945063932,1.00773365523327,4955.77683139385,1.00004589613197
"r_C_gear_out[1]",1.48127001317123,0.0023722051218709,0.246475210073932,1.06803694898363,1.30880333171576,1.456285701642,1.62899936861266,2.0342754141523,10795.481372007,1.00003512799447
"sigma_eps_C_gear_out[1]",0.149919324251612,0.00180240195413962,0.109233871718571,0.00580977623518817,0.0623534080602972,0.130859299486308,0.217171326080649,0.407647022978838,3672.91903735783,1.0005915325608
"f_crab_out[1]",0.914773994623879,0.00038196002998265,0.0430985185908031,0.814115966656257,0.889411051694354,0.921638493145872,0.946573484913581,0.979063320990144,12731.7718516888,0.999869335976865
"f_crab_out[2]",0.884969076821572,0.000424061810577059,0.0499307390381667,0.769897712738444,0.856049095444835,0.891343049883987,0.921290131149766,0.962612942884511,13863.6524311815,0.999931343614586
"f_crab_out[3]",0.854942247364103,0.000718587761044494,0.0786109261388311,0.66805297372966,0.812062404450551,0.86778132374272,0.912381149748908,0.970220350969144,11967.5759856088,0.999927765820307
"f_crab_out[4]",0.743302762297185,0.000883424988494494,0.0983452054426824,0.531497252417227,0.679468682050393,0.750189303366518,0.814851710568645,0.913662734234894,12392.7310539965,1.00031248983199
"f_crab_out[5]",0.621775080122428,0.000736883469811987,0.0827878336174056,0.452958895522367,0.566021176614211,0.624118823572526,0.679795724343259,0.778417552165849,12622.2101848042,1.00024829356579
"f_crab_out[6]",0.508792924365833,0.000801509893460913,0.0918634516649207,0.320482682487208,0.446585826796554,0.511056140171088,0.571731339933286,0.683422461041142,13136.1392672787,0.999946906054462
"f_crab_out[7]",0.473402171529199,0.000866818726792657,0.102143522753437,0.280335087184144,0.404487927441108,0.471893940433708,0.541212430644835,0.680427009290824,13885.6141541753,0.999871849190892
"f_crab_out[8]",0.421713610485869,0.000816796417984864,0.0945344090805137,0.242688138319847,0.356154232792701,0.418194617436235,0.483787692489906,0.615408726788033,13395.2918013625,0.999817437659343
"f_crab_out[9]",0.306711964360239,0.000712462528334685,0.0730356722080049,0.175786176079264,0.256307751278961,0.301733323490586,0.353269019055778,0.461416201292894,10508.6276995631,0.999874990641711
"f_crab_out[10]",0.203146423178402,0.000770160512798699,0.0749510216473812,0.0748714249278202,0.147665881416952,0.198057293676618,0.252220602648747,0.361776202953831,9470.92981207645,1.00002013115077
"sigma_f_out",0.69629916166005,0.00432441412854884,0.28859852899264,0.29724586187222,0.494316080052789,0.640339292492792,0.836490835591051,1.39080001899042,4453.8303572445,1.00016294194235
"cfi_kappa_out",28.064643086165,0.222119091915273,22.1047486308996,6.90086643864544,14.4518874134107,21.9508287968616,34.3135891781945,86.4060747263058,9903.74347062029,0.999758016390488
"combo_c_out[1]",0.0293317012727412,0.000244469193274548,0.0266766190692296,0.000885417771696367,0.00965698932312075,0.022030623873082,0.0409848067056163,0.0993561745259159,11907.3000037807,0.999748963434918
"combo_c_out[2]",0.0296177751103387,0.000290538970740006,0.0293546432714821,0.00062204812937259,0.00837139374949424,0.0207645521772691,0.0414863045751797,0.107787678192414,10208.0979063402,0.999810461294596
"combo_c_out[3]",0.0802333997001927,0.000898553000876196,0.0842915989491121,0.00113820556207011,0.0202583942295202,0.0527145675555962,0.11241121051567,0.314546096052457,8799.96989589637,0.999838451114023
"combo_c_out[4]",0.395279682954822,0.00132211397190751,0.144890982184574,0.137498868267871,0.291327438010999,0.386621338935065,0.493149242786033,0.69625193850339,12010.0529800245,0.999974525379882
"combo_c_out[5]",0.390601071885504,0.00096523591147955,0.10747602811551,0.191226749656136,0.315618349452644,0.386459265725653,0.4618583014868,0.613283033684763,12398.1325095807,1.00002194209307
"combo_c_out[6]",0.473392306839192,0.00110536611921573,0.1339490769578,0.216262033015106,0.378809850021595,0.471397190193463,0.56572792747516,0.735537145404526,14684.7701376543,0.999761881331789
"combo_c_out[7]",0.530179268205973,0.00122165097827433,0.147021891220199,0.239786050104686,0.428971932213226,0.532179650648426,0.63487168510985,0.806725362971614,14483.3730104896,0.999813167127223
"combo_c_out[8]",0.641394939374317,0.00121594239097245,0.133648679185204,0.365714041736896,0.551953272302455,0.647437677879567,0.737759413486615,0.880820786804306,12081.0127710718,1.00019775922165
"combo_c_out[9]",0.587740791346882,0.00115460325151005,0.124368818972816,0.330362479940065,0.503676841204125,0.59236701601278,0.677227032546359,0.814384084605532,11602.6573822264,0.99988771791524
"combo_c_out[10]",0.797305732177266,0.00159032295650948,0.151461810591171,0.455199613000267,0.698510627667372,0.823742621333959,0.92171983837742,0.996797592638732,9070.59198927671,1.00034278932141
