"fit","p_loo_frac","p_loo_worst_stream","n_pareto_bad","pit_worst_bias","pit_worst_stream","cov50_worst_dev","cov50_worst_stream","cov50_source","pit_sd_worst_dev","disp_neff_min","disp_neff_min_par","disp_scale_min","disp_scale_min_par","flag_overparameterised","flag_loo_unreliable","flag_pit_bias","flag_miscalibrated","flag_dispersion_neff","source","method_selected"
"shore_ring_net_only_Dungeness_Kept",0.1135,"gear",0,0.0219,"gear",0.0769,"gear","byobs (randomized PIT)",0.0209,8822,"r_C",0.5078,"sigma_r_E",FALSE,FALSE,FALSE,FALSE,FALSE,"live","BSS"
"shore_all_gear_Dungeness_Kept",0.3453,"gear",39,0.0016,"gear",0.201,"gear","byobs (randomized PIT)",0.0614,3585,"sigma_r_E",0.2328,"sigma_r_E",TRUE,TRUE,FALSE,TRUE,FALSE,"live","BSS"
"private_boat_ring_net_only_Dungeness_Kept",0.1784,"catch",2,0.0418,"catch",0.0909,"trailer","byobs (randomized PIT)",0.0356,3462,"r_E",0.4546,"sigma_r_E",FALSE,TRUE,FALSE,FALSE,FALSE,"live","BSS"
"private_boat_all_gear_Dungeness_Kept",0.2751,"trailer",11,0.0137,"catch",0.4154,"osp","byobs (randomized PIT)",0.1536,685,"sigma_r_OSP",0.08,"sigma_r_OSP",TRUE,TRUE,FALSE,TRUE,FALSE,"live","BSS"
