"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.697749196141479,0.980707395498392,0.501583709776759,0.227279838982066,311,311
"catch",0.458509993943065,0.988491823137492,0.498556245486573,0.277056528354045,1651,1651
