"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.568181818181818,1,0.514188442319944,0.253062511659886,44,44
"osp",0.5,1,0.498783879984374,0.281096774161736,18,18
"catch",0.444444444444444,1,0.541789152411781,0.291736870988357,18,18
