"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"trailer",0.728205128205128,0.98974358974359,0.504899090938303,0.221150700556908,195,195
"osp",0.9,1,0.489274806045574,0.135093244996709,130,130
"catch",0.561538461538462,0.961538461538462,0.513658265108723,0.275660512843472,130,130
