"period","date_start","date_end","n_days","omega_E_median","omega_E_lo95","omega_E_hi95","omega_C_median","omega_C_lo95","omega_C_hi95"
1,"2024-12-01","2024-12-01",1,-0.591512069058538,-2.75738253862453,1.53641431777085,0.00196241655325192,-0.435469472685591,0.482977803959547
2,"2024-12-02","2024-12-02",1,-0.668522348134513,-2.25880802439619,0.784303857836489,0.00107932116161792,-0.410892560076023,0.445406742169613
3,"2024-12-03","2024-12-03",1,-0.329230238377342,-1.67987157460422,1.00512526485006,0.0185584918951538,-0.258349210971425,0.48399766613935
4,"2024-12-04","2024-12-04",1,0.175916282594624,-1.08863266051386,1.43006046458307,0.000208614930007591,-0.31334800772447,0.348751361078903
5,"2024-12-05","2024-12-05",1,-0.080494557638962,-1.40220996509469,1.19170293488973,-0.00955343665084254,-0.456687064006499,0.3387927129769
6,"2024-12-06","2024-12-06",1,-0.445313081250343,-1.83585273361275,0.91449234163872,0.0208632430735669,-0.247920186076574,0.498014908176829
7,"2024-12-07","2024-12-07",1,-0.83396373648599,-2.27043405384217,0.542980102725807,0.01569938104176,-0.289299467425769,0.549683092367887
8,"2024-12-08","2024-12-08",1,-1.02355520713122,-2.89492774297401,0.874845410084331,0.00363825290183364,-0.389831209211637,0.51397891348005
9,"2024-12-09","2024-12-09",1,-1.19226377159049,-3.17877058494063,0.712070738798109,0.0036616585549792,-0.42088759304042,0.489703397015261
10,"2024-12-10","2024-12-10",1,-1.400696866898,-3.21111955542552,0.169584039834757,-0.00328064446287535,-0.48184427028375,0.424755232250761
11,"2024-12-11","2024-12-11",1,-1.74776437571984,-3.59101297872355,-0.13976860362474,0.0113216704567572,-0.321961915125692,0.513698107925903
12,"2024-12-12","2024-12-12",1,-1.72229646183073,-3.5070603919473,-0.135808860869718,0.0268414031465277,-0.253643243209027,0.582959964357868
13,"2024-12-13","2024-12-13",1,-1.97146719242337,-3.73130427997797,-0.362260253422586,0.00574244906957095,-0.347444212530704,0.519764878575659
14,"2024-12-14","2024-12-14",1,-1.89645492914052,-3.58332647018119,-0.352985290029053,0.00221475998407918,-0.403795470726558,0.502920255941727
15,"2024-12-15","2024-12-15",1,-1.26008581545971,-2.82447199777628,0.179639092836829,0.00132815865724819,-0.431579090988285,0.494138501200296
16,"2024-12-16","2024-12-16",1,-0.889703671268801,-2.76923863175595,0.969022242620484,-0.00030286067539265,-0.432672710891671,0.464311955207278
17,"2024-12-17","2024-12-17",1,-0.524108581234019,-2.4185255625789,1.37461627880766,0.000981666760376721,-0.440753581807533,0.449902904298239
18,"2024-12-18","2024-12-18",1,-0.144589311921987,-1.61194311942062,1.20439607699422,-0.0116367684835253,-0.487807124269201,0.346186070916994
19,"2024-12-19","2024-12-19",1,-0.580089314869105,-2.33504242182032,1.08916926768732,0.00167943760581854,-0.400705476013726,0.466042214184283
20,"2024-12-20","2024-12-20",1,-0.999213495464137,-2.61308895643889,0.453163095323553,0.00900337201086404,-0.325045729851089,0.510175166847688
21,"2024-12-21","2024-12-21",1,-1.2881691871012,-2.86486228069626,0.123308111877075,0.0169017761039603,-0.284526057749299,0.577973713176058
22,"2024-12-22","2024-12-22",1,-1.27792564942902,-2.8276902362101,0.135132513236837,0.00252314671342353,-0.394304960969133,0.494974995371921
23,"2024-12-23","2024-12-23",1,-0.908855520317799,-2.48582564903247,0.502484182186697,0.00242082781372756,-0.407705495149635,0.522168367420202
24,"2024-12-24","2024-12-24",1,-1.07988024262466,-2.70807875770565,0.438806119810992,0.00286812745854579,-0.431895602014827,0.521836341647597
25,"2024-12-25","2024-12-25",1,-1.14764937793967,-2.97753868503958,0.646556599866625,0.0031239197845758,-0.415627512364476,0.520767548565581
26,"2024-12-26","2024-12-26",1,-1.223364001024,-2.87088059822162,0.277616379543851,0.00883611779033273,-0.411418013729401,0.56717122050439
27,"2024-12-27","2024-12-27",1,-0.646789713324864,-2.14112297922568,0.722894752361993,0.00434810977935538,-0.393793524255182,0.587274158318328
28,"2024-12-28","2024-12-28",1,-0.300099316709139,-1.61267311801079,0.957666580828613,0.0970982541216383,-0.109421888906606,0.772237506275272
29,"2024-12-29","2024-12-29",1,-0.608062936578324,-2.38651062697476,1.1657378625735,0.00717418647661291,-0.399474625648164,0.596293939466959
30,"2024-12-30","2024-12-30",1,-0.891308236069491,-2.71055284914145,0.931677684133646,0.0124973555657827,-0.370704756639041,0.571590262162784
31,"2024-12-31","2024-12-31",1,-1.18924797555274,-2.68273168901685,0.249704326451239,0.00718311719229418,-0.317468942115781,0.481276827650775
32,"2025-01-01","2025-01-01",1,-1.29056793697405,-2.77314316334127,0.0959652367117828,0.0125117421343397,-0.335696493789008,0.565112572294861
33,"2025-01-02","2025-01-02",1,-1.92575264181496,-3.66730900901697,-0.365916270092894,0.0376172180530557,-0.210522026333989,0.652279269265359
34,"2025-01-03","2025-01-03",1,-2.23500071271365,-4.1674291583338,-0.554475866321513,0.0196243698200257,-0.27849463201836,0.588720030146799
35,"2025-01-04","2025-01-04",1,-2.2983471161656,-4.23179643621617,-0.612751764115082,0.00566775507866657,-0.394666008446111,0.514738593157821
36,"2025-01-05","2025-01-05",1,-1.95988596759188,-4.07914237095953,0.0247281969008956,0.00224210244591037,-0.420485619878878,0.481526705634184
37,"2025-01-06","2025-01-06",1,-1.64481134326602,-3.6812515431802,0.323647468472951,0.000568341737740723,-0.420861977159471,0.451495625980039
38,"2025-01-07","2025-01-07",1,-1.34995225724145,-3.08776406891927,0.211065660247801,-0.0114432050056475,-0.455923865926476,0.323010657486059
39,"2025-01-08","2025-01-08",1,-0.467776773113764,-1.88484178753283,0.896566290699356,-0.000800282817541823,-0.35688311192494,0.378537798814646
40,"2025-01-09","2025-01-09",1,-0.866814732564701,-2.36680849766468,0.5332610910562,-0.000343966451553435,-0.423941808233838,0.456482599782846
41,"2025-01-10","2025-01-10",1,-1.03926126769586,-2.55545818631132,0.409908543771166,0.000269972013545819,-0.448016051744645,0.454195257458999
42,"2025-01-11","2025-01-11",1,-1.11258806782643,-2.66479531884171,0.330723738104387,-0.000144562221619772,-0.456478988087218,0.449132074575602
43,"2025-01-12","2025-01-12",1,-0.717915345453425,-2.5136689415172,1.16730108632087,0.000209365416283716,-0.466176144275906,0.472257777833018
44,"2025-01-13","2025-01-13",1,-0.291022762076909,-2.07762826711221,1.49116401304525,0.000256777634480371,-0.434471218065984,0.437313938639509
45,"2025-01-14","2025-01-14",1,0.125043574160127,-1.22954473696809,1.40972360034444,-0.00210459807299254,-0.389883434579855,0.391471507495702
46,"2025-01-15","2025-01-15",1,-0.347709765471132,-2.06823033825842,1.35977476664834,8.62555946337143e-05,-0.451645370068904,0.453165191901031
47,"2025-01-16","2025-01-16",1,-0.817080579640814,-2.33266126020687,0.634042813956451,-0.000336109376711661,-0.425647341007756,0.427783204957886
48,"2025-01-17","2025-01-17",1,-0.346493581711911,-1.69032842978709,0.979236342984006,-0.00402617093155366,-0.412116515596357,0.37841957367874
49,"2025-01-18","2025-01-18",1,-0.382211716973504,-1.69918089873077,0.941737962239789,0.00118021941758676,-0.34485216099296,0.424598321534461
50,"2025-01-19","2025-01-19",1,-0.615949168083485,-2.44372270810742,1.16665597215565,0.00549231996024173,-0.37533299114982,0.490608163525442
51,"2025-01-20","2025-01-20",1,-0.870093264952407,-2.75183757260187,1.00715673255863,0.00340041555514044,-0.383582614865522,0.539995528996238
52,"2025-01-21","2025-01-21",1,-1.12091952016059,-2.80963534211536,0.380056340233299,0.0564547254830916,-0.178524141560934,0.744046962074047
53,"2025-01-22","2025-01-22",1,-1.33426789168769,-2.99824421173426,0.166733763053658,0.00427440323431382,-0.397980999447275,0.559444860709032
54,"2025-01-23","2025-01-23",1,-1.63212070483781,-3.33336073463353,-0.0835593204710797,0.00313198205946664,-0.364719676473533,0.473336369599215
55,"2025-01-24","2025-01-24",1,-1.46772956442897,-3.14556289688307,0.0842624967113642,6.40085254635268e-07,-0.416148485440564,0.439333770930506
56,"2025-01-25","2025-01-25",1,-1.48221669851129,-3.17031227301722,0.0294723968407298,-0.00391104084255601,-0.435433139411094,0.378704678827237
57,"2025-01-26","2025-01-26",1,-1.29381612356077,-3.36141618195967,0.682774840507177,0.00115474602154828,-0.433433910440445,0.458560686578404
58,"2025-01-27","2025-01-27",1,-1.15905809091493,-3.31691101013209,0.929568078161943,0.00165836169015084,-0.406316639176205,0.493509551802106
59,"2025-01-28","2025-01-28",1,-0.996306766576991,-3.06333322608017,0.994733905227021,0.00129472380576633,-0.434387995548092,0.474457494388562
60,"2025-01-29","2025-01-29",1,-0.840752179528176,-2.52980642855743,0.597790668686592,0.0202813108043146,-0.254618872096285,0.500721704308102
61,"2025-01-30","2025-01-30",1,-1.78069038907067,-3.61985821211369,-0.181741469170752,0.00116882769529075,-0.405702456498387,0.470950148267199
62,"2025-01-31","2025-01-31",1,-2.2930407162604,-4.28907935563109,-0.505558981808847,0.0024059400481341,-0.412773083936974,0.498898510644038
63,"2025-02-01","2025-02-01",1,-2.56284541086631,-4.72362770058171,-0.75904800917372,0.000243233964385747,-0.438765580039596,0.478479041786275
64,"2025-02-02","2025-02-02",1,-2.54075517057691,-4.92462001616232,-0.350928896567716,0.000278222295388139,-0.450966859053911,0.464884142572742
65,"2025-02-03","2025-02-03",1,-2.55618547126624,-5.04766315529918,-0.261524694198556,0.00044529595606271,-0.424814403636248,0.443237442326868
66,"2025-02-04","2025-02-04",1,-2.58877345473024,-5.03695315968311,-0.315366196418883,-0.000115350117375361,-0.43356340897107,0.437642616058946
67,"2025-02-05","2025-02-05",1,-2.66738140550391,-4.92636563217277,-0.713625891244735,0.000856635760471598,-0.445005934884095,0.434403738591789
68,"2025-02-06","2025-02-06",1,-2.5853292582152,-4.70328323679571,-0.743557517814214,1.44719554423258e-05,-0.447685095474872,0.464593556634276
69,"2025-02-07","2025-02-07",1,-2.33308480281036,-4.31552317092134,-0.597926377430228,0.000206324089776196,-0.453045347436414,0.437584786672924
70,"2025-02-08","2025-02-08",1,-1.84704270156566,-3.60825059156836,-0.244170358790277,-0.000151855135347278,-0.446350623397119,0.46753122521642
71,"2025-02-09","2025-02-09",1,-1.83606708134295,-3.89873599644331,0.124704612096552,0.000128583389671372,-0.425332349357682,0.445684059472255
72,"2025-02-10","2025-02-10",1,-1.86621357901176,-4.03430258004877,0.192241424054883,-0.000326039782278458,-0.434151364107479,0.443291704103391
73,"2025-02-11","2025-02-11",1,-1.87981092488846,-3.94773766464397,-0.15028454935039,-6.36016137711573e-05,-0.447515008476765,0.448657936410109
74,"2025-02-12","2025-02-12",1,-1.55508250952632,-3.43339290233483,0.0967523323944543,-0.000907258400696916,-0.454045093497192,0.448203327380301
75,"2025-02-13","2025-02-13",1,-1.41440365943318,-3.41376811909006,0.408826373293714,1.65811499514051e-05,-0.457340558178525,0.429108675484639
76,"2025-02-14","2025-02-14",1,-1.31005911885621,-3.07875485531998,0.247915043999596,-0.00164431526667196,-0.438048855854344,0.397991694875492
77,"2025-02-15","2025-02-15",1,-1.26203610161665,-2.95534780222594,0.195147412236322,-0.00266405009118997,-0.453964224340628,0.404639377898912
78,"2025-02-16","2025-02-16",1,-1.52366745625737,-3.5430902413899,0.479274484495019,-0.00111736703933552,-0.461193940948809,0.463319675145765
79,"2025-02-17","2025-02-17",1,-1.78191258015091,-4.01203809684383,0.340736908012172,-0.0003042475637357,-0.466928363720409,0.434733260978821
80,"2025-02-18","2025-02-18",1,-2.0794389757959,-4.36212423358038,0.0554171377333845,-0.000161352510467558,-0.471803769201994,0.447941497752226
81,"2025-02-19","2025-02-19",1,-2.40046645467876,-4.52278908659938,-0.533945746725412,-0.00111651073169314,-0.463937598361209,0.442416109468842
82,"2025-02-20","2025-02-20",1,-2.50362509281875,-4.59154825892401,-0.71515658580052,0.000122551200832833,-0.478679474509227,0.436042741469833
83,"2025-02-21","2025-02-21",1,-2.41867074655848,-4.38995984254761,-0.634926797984271,-0.000879840056735923,-0.491161999689237,0.454369670676043
84,"2025-02-22","2025-02-22",1,-2.08021552764502,-4.01834250475383,-0.419705151982291,-0.000502809567536341,-0.470451624066738,0.42276457902533
85,"2025-02-23","2025-02-23",1,-1.98574935313344,-4.09247575746428,0.0466850931584993,-0.00127645821971454,-0.484031726614195,0.44588452696088
86,"2025-02-24","2025-02-24",1,-1.92030719157556,-4.06972328079322,0.149226186422225,-0.00300216509761544,-0.494599582753281,0.4164519796642
87,"2025-02-25","2025-02-25",1,-1.84318247431732,-3.77701796742577,-0.121099323471005,-0.00251668235226319,-0.522157966875241,0.403391104756444
88,"2025-02-26","2025-02-26",1,-1.42241225270802,-3.17738951829986,0.132064391123713,-0.0177723908378744,-0.626735506219658,0.306403177345007
89,"2025-02-27","2025-02-27",1,-1.84253897153694,-3.59561299533908,-0.214192762992735,-0.00546769727600134,-0.543609452072757,0.400163995530046
90,"2025-02-28","2025-02-28",1,-1.86057634257314,-3.64198564641578,-0.262875667674182,-0.00472347118259333,-0.526946685669378,0.402047500025379
91,"2025-03-01","2025-03-01",1,-1.51466086219803,-3.22538995480587,-0.00652191184104773,-0.0303455913928965,-0.640522103203915,0.263443005001921
92,"2025-03-02","2025-03-02",1,-1.73214184033399,-3.77931357533499,0.226388892341179,-0.00380693916656708,-0.534066438522677,0.400702115373751
93,"2025-03-03","2025-03-03",1,-1.94541164268157,-4.06196655190715,0.106299854312312,-0.00330324791948174,-0.522734788047001,0.408016673816903
94,"2025-03-04","2025-03-04",1,-2.16677934906359,-4.18579345744205,-0.354403837166375,-0.00219095263031525,-0.481433726442136,0.438692670995047
95,"2025-03-05","2025-03-05",1,-2.10816811970993,-4.02203763418439,-0.43106087543035,-0.00211835818870426,-0.506094268894464,0.455317024836488
96,"2025-03-06","2025-03-06",1,-1.7857380563358,-3.61956503868929,-0.155202041360764,-0.000596895342986118,-0.484631359105266,0.440519889481788
