"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-474.083936395225,19.8222325046104,53.642601687155,11,-420.44
"catch",130,-448.92702762497,9.5828928709268,7.68537059951618,0,-441.24
