"stream","n_obs","elpd_loo","se_elpd_loo","p_loo","n_pareto_k_gt_0.7","sum_lpd"
"trailer",195,-561.031058028241,23.8323395281296,12.3015437668034,0,-548.73
"catch",131,-451.984705941691,9.68055272292593,10.515655614285,0,-441.47
