"data_type","coverage_50","coverage_95","pit_mean","pit_sd","n","n_obs"
"gear",0.634615384615385,0.980769230769231,0.506875,0.264565230197416,52,52
"catch",0.57097288676236,0.988835725677831,0.508118022328549,0.296269877782717,627,627
