"parameter","mean","lo95","median","hi95","n_eff","Rhat"
"mu_mu_E[1]",2.66092629149962,0.0912048197374903,2.69513665178652,5.02796172966038,5706,1.0006
"mu_mu_C[1]",0.61831762399982,-2.23366894846045,0.856316350725725,2.38929331628449,5439,1.0002
"sigma_eps_E",1.03538588667734,0.592463709395404,0.980665548539866,1.80260690002723,3620,1.0006
"sigma_eps_C",0.422462247661677,0.110762602642718,0.399229627120384,0.877622957387505,3310,1.0016
"phi_E",0.669987708181492,0.22071886637618,0.705142502157008,0.939163347854542,4114,1.0003
"phi_C",-0.11384547713616,-0.772211073106916,-0.154099410702026,0.715331017111534,5420,1.0002
"sigma_r_E",0.930278777124613,0.815614024616182,0.928602173910051,1.05612820606933,16869,0.9996
"sigma_r_C",0.773367837104608,0.657011970299038,0.77029519895315,0.908112749916532,10209,1.0002
"r_E",1.17103917135968,0.896533903585761,1.15968651709584,1.50324798454269,16899,0.9996
"r_C",1.70568639393273,1.21260806833357,1.68533258603391,2.31661271777266,10338,1.0001
"sigma_mu_E",1.19237698632057,0.0299266421813689,0.727530387745818,5.20477058615684,6340,1.0003
"sigma_mu_C",1.31187021860445,0.0351784383419301,0.79058224683673,5.90856000632331,6697,1.0003
"sigma_IE",0.198776391155084,0.00489171348167615,0.136633450892091,0.745449120898433,14557,0.9999
"R_G",1.27694300431043,0.688647889012823,1.22138014428597,2.18057899424925,15935,0.9998
"R_G_boat",3.55176557642155,3.24216698841403,3.5499122955822,3.87545530747173,17056,0.9997
"B1",0.261588643541926,-0.0527440345243598,0.262349361833046,0.582706427003617,14976,1
"B2",0.534560875997686,-0.174504210689534,0.526669946806037,1.29812058043664,14569,0.9997
"B1_C",-0.0127607377872262,-0.321968455346792,-0.0129927271254665,0.297342920184182,13932,0.9998
