"Catch_Group","Estimate","PE","BSS_median","BSS_lo95","BSS_hi95"
"Dungeness_Kept","Effort",26614,33777,30590,37820
"Dungeness_Kept","Expected_Catch",44810,52399,46437,61003
"Dungeness_Kept","Predictive_Catch",NA,52392,46395,61058
