"parameter","prior","prior_mean","prior_sd","post_mean","post_sd","post_median","post_lo95","post_hi95","contraction","prior_influential"
"R_G","lognormal(log(1.318), 0.300)",1.37912974278033,0.423224974527781,1.32397358497586,0.0302991071979891,1.32363894366526,1.26529291187318,1.38426290341931,0.928,FALSE
"phi_E","2*beta(2.0,2.0)-1",0,0.447213595499958,0.0869416986089922,0.418928140473966,0.109493066515128,-0.732093231585174,0.831921288919379,0.063,TRUE
"phi_C","2*beta(2.0,2.0)-1",0,0.447213595499958,-0.234560369867773,0.430538300771263,-0.297956261945658,-0.886085215826636,0.686297942271424,0.037,TRUE
"B1","normal(0, 1.0)",0,1,0.476700697728885,0.164244144840014,0.475773037721945,0.157162369261154,0.801701039493496,0.836,FALSE
"B2","normal(0, 1.0)",0,1,0.0541486284985793,0.544021970830242,0.0440754989493301,-0.948290009707026,1.17891491441135,0.456,TRUE
"mu_mu_E[1]","normal(3.219, 2.0)",3.2188758248682,2,3.07039952023137,0.953586375705929,3.06234288431192,0.832000739809201,5.19477488138398,0.523,FALSE
"mu_mu_C[1]","normal(-0.693, 2.0)",-0.693147180559945,2,0.187399549389818,0.984098961672951,0.314161545381421,-2.17677271589671,2.06191819316882,0.508,FALSE
"sigma_eps_E","half-cauchy(0, 1.0)",NA,NA,0.23414485433172,0.183950554382324,0.196333963383449,0.0105789940454805,0.684970407154842,NA,FALSE
"sigma_eps_C","half-cauchy(0, 1.0)",NA,NA,0.148216370564922,0.105923378839355,0.12433798137843,0.0221495785144634,0.41096484264822,NA,FALSE
"sigma_r_E","half-cauchy(0, 1.0)",NA,NA,0.562238669058641,0.0644848103417915,0.55688651115643,0.448232602881025,0.699763408706101,NA,FALSE
"sigma_r_C","half-cauchy(0, 1.0)",NA,NA,0.771972372429644,0.037529006151712,0.771346771552841,0.701295693196707,0.84705063273819,NA,FALSE
"sigma_mu_E","half-cauchy(0, 1.0)",NA,NA,1.14759483021763,1.5280067392937,0.690188559942698,0.0272616230239849,4.99603618186025,NA,FALSE
"sigma_mu_C","half-cauchy(0, 1.0)",NA,NA,1.18736603788112,1.52512972747089,0.719797571305725,0.0242906524731928,5.46603296061752,NA,FALSE
"B1_C","normal(0, 1.0)",0,1,-0.201927650774701,0.0845727568469412,-0.202413914016119,-0.36325846940449,-0.03445572103062,0.915,FALSE
"R_G_boat","lognormal(log(4.000), 0.500)",4.53259381226731,2.41560213284352,4.55163693187918,2.36014742615692,4.03723276490027,1.5354430535289,10.5280798905353,0.023,TRUE
